Continent,Country,country_score,date
North America,USA,0.088441904766476,01-2020
Asia,Hong Kong,0.0,01-2020
Asia,Japan,0.0,01-2020
Asia,China,0.000139425139425,01-2020
Asia,Lebanon,0.018590476192381,01-2020
Europe,Germany,0.012380952380952,01-2020
Asia,Singapore,0.0,01-2020
Europe,France,0.249850657134409,01-2020
Oceania,Australia,0.003095238095238,01-2020
South America,Argentina,0.0,01-2020
Asia,Thailand,0.0,01-2020
Asia,Malaysia,0.0,01-2020
Europe,United Kingdom,0.0,01-2020
Asia,South Korea,0.0,01-2020
Asia,United Arab Emirates,0.0,01-2020
Europe,Italy,0.0,01-2020
Asia,India,0.0,01-2020
Asia,Cambodia,0.0,01-2020
Asia,Vietnam,0.0,01-2020
Asia,Taiwan,0.0,01-2020
North America,Canada,0.0,01-2020
Asia,Philippines,0.0,01-2020
Europe,Finland,0.0,01-2020
Asia,Nepal,0.0,01-2020
Africa,Niger,0.012380952380952,01-2020
Asia,Qatar,0.067166666666667,01-2020
Asia,Sri Lanka,0.0,01-2020
Oceania,Papua New Guinea,0.0,01-2020
Europe,Sweden,0.0,01-2020
Europe,Norway,0.0,01-2020
Europe,Germany,0.000148272214386,02-2020
North America,USA,0.02716582957845,02-2020
Asia,United Arab Emirates,0.000257864720672,02-2020
Asia,South Korea,0.000322171725087,02-2020
Asia,Thailand,0.000658987619495,02-2020
Europe,United Kingdom,0.00038630308729,02-2020
Asia,China,0.001266555260468,02-2020
North America,Canada,0.0,02-2020
Asia,Saudi Arabia,0.0,02-2020
Asia,Japan,0.001131469308945,02-2020
Europe,Italy,0.000758155659322,02-2020
Europe,Spain,0.000494240714622,02-2020
Asia,Iran,0.0,02-2020
Europe,Netherlands,0.0,02-2020
South America,Brazil,0.000247120357311,02-2020
Europe,Switzerland,5.81e-05,02-2020
Europe,Lithuania,0.0,02-2020
Asia,Hong Kong,0.000395392571697,02-2020
Asia,Singapore,0.001835751225737,02-2020
Oceania,Australia,0.00107085488168,02-2020
Asia,Mongolia,0.0,02-2020
Europe,France,0.000242077084713,02-2020
Asia,Qatar,1.40471428573333,02-2020
Africa,Zambia,2.1070714286,02-2020
Europe,Norway,0.001078343377356,02-2020
Asia,Georgia,0.000988481429243,02-2020
Europe,Russia,0.0,02-2020
Asia,Kuwait,0.0,02-2020
Asia,Oman,0.0,02-2020
South America,Chile,0.0,02-2020
Asia,Malaysia,0.001537637778823,02-2020
Europe,Canary Islands,0.0,02-2020
North America,Panama,0.006860990220324,02-2020
Asia,India,0.0,02-2020
Asia,Bangladesh,0.0,02-2020
Oceania,New Zealand,0.0,02-2020
Europe,Austria,0.0,02-2020
Africa,Nigeria,0.0,02-2020
North America,Dominican Republic,0.0,02-2020
Europe,Denmark,0.0,02-2020
Europe,Sweden,0.000282423265498,02-2020
Asia,Taiwan,0.000988481429243,02-2020
Asia,Lebanon,0.0,02-2020
North America,Mexico,0.0,02-2020
Europe,Luxembourg,0.0,02-2020
Europe,Finland,0.0,02-2020
Africa,Senegal,0.0,02-2020
Europe,Iceland,0.001976962858486,02-2020
Africa,Morocco,0.045238095242857,02-2020
Asia,Pakistan,0.0,02-2020
Asia,Philippines,0.0,02-2020
Asia,Vietnam,0.0,02-2020
Europe,Belgium,0.113095238107143,02-2020
Asia,Israel,0.000988481429243,02-2020
Asia,Sri Lanka,0.0,02-2020
North America,Saint Barthelemy,0.0,02-2020
Europe,Greece,0.0,02-2020
Europe,Czech Republic,0.0,02-2020
Europe,Ireland,0.0,02-2020
North America,USA,0.005523963930595,03-2020
Europe,Belgium,0.000687436162725,03-2020
Europe,Luxembourg,0.003763999709206,03-2020
Oceania,Australia,0.004246287033073,03-2020
Europe,Germany,0.00151414913668,03-2020
Europe,Portugal,0.000799933850515,03-2020
Europe,France,0.001398930867257,03-2020
Europe,United Kingdom,0.005269131585215,03-2020
Oceania,New Zealand,0.001837708992471,03-2020
Asia,Japan,0.001928078303152,03-2020
North America,Canada,0.003514531042595,03-2020
Asia,Thailand,0.000628334038703,03-2020
Europe,Ireland,0.000804871393193,03-2020
Africa,Senegal,0.016054592289313,03-2020
Europe,Serbia,0.000417229746392,03-2020
Asia,Singapore,0.001351460043703,03-2020
Asia,Israel,0.000957381047952,03-2020
Europe,Slovenia,0.001031572307002,03-2020
Europe,Netherlands,0.000888704517891,03-2020
Africa,South Africa,0.000794042916084,03-2020
North America,Cuba,0.000767733836158,03-2020
Europe,Denmark,0.000526379019164,03-2020
South America,Brazil,0.001373675647067,03-2020
Asia,Palestine,0.000737833822386,03-2020
Asia,India,0.009363455814643,03-2020
Europe,Italy,0.00213654561025,03-2020
Europe,Switzerland,0.001548123571372,03-2020
Europe,Spain,0.001547369222028,03-2020
Europe,Austria,0.000704584063772,03-2020
Asia,Vietnam,0.002128340987596,03-2020
Oceania,Guam,0.001551122744995,03-2020
Asia,Lebanon,0.001163464664579,03-2020
South America,Chile,0.000804319967602,03-2020
Europe,Sweden,0.000918724323206,03-2020
Europe,Norway,0.000850114413918,03-2020
Europe,Iceland,0.001252595782054,03-2020
Asia,Hong Kong,0.001591198638805,03-2020
Europe,Czech Republic,0.000930188146309,03-2020
Africa,Tunisia,0.008805204098768,03-2020
South America,Peru,0.001239123853043,03-2020
Europe,Canary Islands,0.001161967413135,03-2020
North America,Mexico,0.004326121393367,03-2020
Africa,Reunion,0.00042148927751,03-2020
Europe,Moldova,0.000674382844015,03-2020
Europe,Russia,0.001065662940407,03-2020
North America,Costa Rica,0.001918873363596,03-2020
Europe,Faroe Islands,0.00024085101572,03-2020
North America,Panama,0.002201131918441,03-2020
Asia,South Korea,0.001647137740605,03-2020
Asia,Malaysia,0.001464788700302,03-2020
Asia,Saudi Arabia,0.001549401290999,03-2020
Asia,Oman,0.001657292564691,03-2020
South America,Colombia,0.001893130895605,03-2020
Asia,China,0.001441489488703,03-2020
Asia,Philippines,0.002817267790197,03-2020
Asia,Taiwan,0.002060481326554,03-2020
Europe,Romania,0.000908730596203,03-2020
Asia,United Arab Emirates,0.001197625736805,03-2020
Europe,Hungary,0.000975756954724,03-2020
Europe,Finland,0.000856354358018,03-2020
Asia,Bahrain,0.002436280401428,03-2020
Europe,Bosnia and Herzegovina,0.000827196664506,03-2020
Africa,Kenya,0.00096977118864,03-2020
South America,Uruguay,0.001923582027336,03-2020
Europe,Estonia,0.001834969889257,03-2020
South America,Argentina,0.001299768092978,03-2020
North America,Jamaica,0.000905309596143,03-2020
Europe,Lithuania,0.00061874540106,03-2020
Africa,Uganda,0.001563500117943,03-2020
Europe,Croatia,0.000864618507549,03-2020
Europe,Greece,0.000980604487648,03-2020
Europe,Turkey,0.001735519215116,03-2020
Europe,Latvia,0.001174625376707,03-2020
Asia,Kuwait,0.001610384928394,03-2020
Africa,Ghana,0.002134290471229,03-2020
Europe,Poland,0.000791438302658,03-2020
Africa,Democratic Republic of the Congo,0.000710847439222,03-2020
Africa,Gabon,0.002504494741243,03-2020
North America,Nicaragua,0.000609024099126,03-2020
South America,Ecuador,0.000806207570599,03-2020
Asia,Qatar,0.063806920801829,03-2020
Asia,Jordan,0.000683933818889,03-2020
Asia,Iran,0.001644144715321,03-2020
North America,Guadeloupe,0.000889966144884,03-2020
Asia,Georgia,0.001114396975688,03-2020
Europe,Azerbaijan,0.001173484848485,03-2020
Africa,Togo,0.004118809544061,03-2020
South America,French Guiana,0.000842978555019,03-2020
Asia,Kazakhstan,0.001244074623385,03-2020
Africa,Nigeria,0.003346673004628,03-2020
Asia,Indonesia,0.000906399400195,03-2020
Africa,Guinea,0.010215077829971,03-2020
Europe,Bulgaria,0.00042148927751,03-2020
Africa,Burkina Faso,1.0941428572,03-2020
North America,Haiti,0.002028842066395,03-2020
Africa,Niger,0.005843631675996,03-2020
Africa,Madagascar,0.001357810567567,03-2020
Asia,Cambodia,0.001468796572005,03-2020
Africa,Benin,0.002591788734672,03-2020
North America,Saint Kitts and Nevis,0.000849885891905,03-2020
Asia,Bangladesh,0.000798675004115,03-2020
Europe,North Macedonia,0.000753285293435,03-2020
South America,Venezuela,0.001025071680887,03-2020
North America,Puerto Rico,0.007088480845525,03-2020
North America,Guatemala,0.001485919670573,03-2020
Asia,Timor-Leste,0.0,03-2020
Africa,Cameroon,0.000830594736571,03-2020
Africa,Zambia,0.001983575899686,03-2020
Africa,Gambia,0.001440838812878,03-2020
South America,Bolivia,0.00061874540106,03-2020
Europe,Slovakia,0.000778911939602,03-2020
South America,Curacao,0.0,03-2020
Africa,Egypt,0.000674382844015,03-2020
Africa,Morocco,0.00086423033131,03-2020
Africa,Zimbabwe,0.00405768413279,03-2020
Africa,Equatorial Guinea,0.00201981736641,03-2020
South America,Aruba,0.000609552479782,03-2020
North America,Saint Barthelemy,0.000842978555019,03-2020
North America,Saint Martin,0.000842978555019,03-2020
North America,U.S. Virgin Islands,0.010439625261475,03-2020
Africa,Botswana,0.000842978555019,03-2020
North America,Dominican Republic,0.000842978555019,03-2020
Asia,Sri Lanka,0.001416871317522,03-2020
Africa,Algeria,0.000842978555019,03-2020
Europe,Montenegro,0.000974482637386,03-2020
North America,Belize,0.001105986719753,03-2020
Asia,Mongolia,0.000609552479782,03-2020
Europe,Cyprus,0.00030937270053,03-2020
Asia,Pakistan,0.00183730498228,03-2020
Asia,Brunei,0.001777479892761,03-2020
Asia,Uzbekistan,0.000863700565678,03-2020
Europe,Crimea,0.000842978555019,03-2020
Europe,Belarus,0.002854522263438,03-2020
Africa,Sierra Leone,0.001040234678569,03-2020
South America,Guyana,0.000842978555019,03-2020
Africa,Guinea-Bissau,0.00405768413279,03-2020
Europe,Andorra,0.000842978555019,03-2020
North America,The Bahamas,0.0,03-2020
South America,Paraguay,0.000138936980609,03-2020
Oceania,Fiji,0.014928575914173,03-2020
Africa,Mali,0.00405768413279,03-2020
Europe,Belgium,0.002424075241554,04-2020
Europe,France,0.004530103948075,04-2020
North America,USA,0.004635992218637,04-2020
Europe,Portugal,0.00320368709882,04-2020
Europe,Spain,0.004156476614331,04-2020
Asia,Japan,0.00666976579624,04-2020
Asia,United Arab Emirates,0.003547234956195,04-2020
Asia,Malaysia,0.002439617210604,04-2020
South America,Brazil,0.006846192455309,04-2020
Europe,United Kingdom,0.017643523726447,04-2020
Europe,Germany,0.004220945205825,04-2020
Europe,Ireland,0.003053178980518,04-2020
South America,Uruguay,0.005613043433787,04-2020
North America,Canada,0.004784434385784,04-2020
Africa,South Africa,0.003564318999457,04-2020
Oceania,Australia,0.004618665244584,04-2020
South America,Argentina,0.003665229695439,04-2020
Asia,Saudi Arabia,0.006081189509909,04-2020
Europe,Azerbaijan,0.000840653110353,04-2020
Africa,Equatorial Guinea,0.001592814569633,04-2020
Asia,Singapore,0.001331825138647,04-2020
Europe,Denmark,0.003630514185976,04-2020
Europe,Italy,0.00521877410444,04-2020
Africa,Senegal,0.028314690288564,04-2020
Asia,Bangladesh,0.002606484778047,04-2020
Oceania,New Zealand,0.002448288183568,04-2020
Europe,Switzerland,0.003870793887909,04-2020
Europe,Austria,0.005444303230075,04-2020
Africa,Morocco,0.004706728503757,04-2020
Africa,Democratic Republic of the Congo,0.001774514238159,04-2020
Asia,Kuwait,0.002749001849713,04-2020
Asia,Oman,0.001025987478084,04-2020
Africa,Kenya,0.004718836198034,04-2020
Europe,Slovakia,0.003569896068362,04-2020
Asia,India,0.002812717970009,04-2020
North America,Panama,0.002135859056879,04-2020
South America,Chile,0.004278962934605,04-2020
Asia,Qatar,0.007869494924157,04-2020
Europe,Netherlands,0.002918423242265,04-2020
North America,Nicaragua,0.002096525460454,04-2020
Africa,Gabon,0.002956562557087,04-2020
Asia,Hong Kong,0.007840692236124,04-2020
Europe,Lithuania,0.000545336917392,04-2020
Europe,Finland,0.004611270876703,04-2020
North America,Mexico,0.003581756472245,04-2020
Africa,Nigeria,0.002742612704916,04-2020
Europe,Russia,0.003382485627258,04-2020
Asia,Sri Lanka,0.004663608710557,04-2020
Europe,Sweden,0.004076519671716,04-2020
South America,Peru,0.001536101680763,04-2020
Africa,Ghana,0.001135416666667,04-2020
South America,Colombia,0.003646180227176,04-2020
Europe,Turkey,0.002626806835765,04-2020
Africa,Sierra Leone,0.001113641842269,04-2020
Europe,Romania,0.024573323751047,04-2020
Asia,Taiwan,0.003417911539667,04-2020
Asia,Israel,0.003894607037367,04-2020
Africa,Gambia,0.003564874051054,04-2020
Europe,Hungary,0.002885428743567,04-2020
North America,Costa Rica,0.004778443708898,04-2020
Africa,Egypt,0.002944131333386,04-2020
Europe,Serbia,0.001786220097616,04-2020
Europe,Bosnia and Herzegovina,0.003746064546167,04-2020
Asia,Timor-Leste,0.002117772160379,04-2020
Europe,Iceland,0.003639968509665,04-2020
Europe,Poland,0.001953330809067,04-2020
Asia,Kazakhstan,0.002553645924662,04-2020
Asia,Thailand,0.009095771197433,04-2020
Europe,Luxembourg,0.002956227758667,04-2020
Africa,Tunisia,0.005780262342978,04-2020
Europe,Cyprus,0.008763594594089,04-2020
Europe,Bulgaria,0.003286762454778,04-2020
Asia,Maldives,0.004778443708898,04-2020
Asia,Iran,0.010058618159986,04-2020
Europe,Norway,0.00397047430363,04-2020
Asia,Lebanon,0.003716570258285,04-2020
Europe,Czech Republic,0.007427997273041,04-2020
Asia,Mongolia,0.003716570258285,04-2020
Asia,Myanmar,0.001881720430108,04-2020
Europe,Slovenia,0.003924536969671,04-2020
Europe,Latvia,0.001883567830347,04-2020
South America,Venezuela,0.577869882499536,04-2020
South America,Ecuador,0.002524907881106,04-2020
North America,The Bahamas,0.004778443708898,04-2020
South America,French Guiana,0.003458214809047,04-2020
Africa,Benin,0.002741989213198,04-2020
Asia,South Korea,0.003368271778566,04-2020
Europe,Canary Islands,0.004735117828526,04-2020
Africa,Botswana,0.002300733718345,04-2020
Oceania,Vanuatu,0.871,04-2020
Asia,Philippines,0.00254302393637,04-2020
North America,Cuba,0.012656937938005,04-2020
Asia,China,0.005514997370673,04-2020
Africa,Cameroon,0.003822754967118,04-2020
Africa,Mali,0.002264572195224,04-2020
Africa,Togo,0.003321232892005,04-2020
Asia,Indonesia,0.001709248458489,04-2020
Africa,Zimbabwe,0.005923113454859,04-2020
Asia,Vietnam,0.002742644722731,04-2020
Europe,Croatia,0.0054965173713,04-2020
South America,Bolivia,0.0,04-2020
Europe,Belarus,0.0,04-2020
Africa,Uganda,0.002767694076671,04-2020
Asia,Bahrain,0.000321287793434,04-2020
North America,Saint Martin,0.004778443708898,04-2020
Africa,Republic of the Congo,0.004778443708898,04-2020
Africa,Niger,0.003030985205863,04-2020
Europe,Greece,0.004517667998297,04-2020
Europe,Ukraine,0.001681306220707,04-2020
Asia,Georgia,0.004177060492462,04-2020
Asia,Jordan,0.014413725861653,04-2020
North America,U.S. Virgin Islands,0.004677312904077,04-2020
North America,Puerto Rico,0.004778443708898,04-2020
Africa,Djibouti,0.004778443708898,04-2020
Europe,North Macedonia,0.004070528075156,04-2020
Asia,Pakistan,0.00643903402567,04-2020
Africa,Guinea,0.004263595975267,04-2020
Africa,Guinea-Bissau,0.003362612441413,04-2020
North America,Haiti,0.004778443708898,04-2020
North America,Belize,0.004778443708898,04-2020
Africa,Somalia,0.005060266483462,04-2020
Africa,Madagascar,0.080151876409042,04-2020
Africa,Zambia,0.001321992607527,04-2020
Asia,Laos,0.012656937938005,04-2020
South America,Paraguay,0.010938555592386,04-2020
Oceania,Fiji,0.001334760885082,04-2020
Asia,Kyrgyzstan,0.001135416666667,04-2020
Africa,Malawi,0.003362612441413,04-2020
North America,USA,0.006517842970443,05-2020
Europe,Belgium,0.009412473384117,05-2020
Europe,Turkey,0.004333295395047,05-2020
North America,Mexico,0.003452431751732,05-2020
South America,Brazil,0.019652576023141,05-2020
Africa,Nigeria,0.004526517613743,05-2020
Europe,United Kingdom,0.027445423405434,05-2020
Africa,Gabon,0.006520181457389,05-2020
Asia,United Arab Emirates,0.004770488442608,05-2020
North America,Nicaragua,0.006122558744234,05-2020
Asia,Japan,0.006104279023794,05-2020
Africa,Senegal,0.926986558763734,05-2020
Africa,Kenya,0.00619491540593,05-2020
Africa,Egypt,0.004555125058292,05-2020
North America,Canada,0.004645575928198,05-2020
Europe,Russia,0.005438098965637,05-2020
Oceania,Australia,0.032074697322004,05-2020
Europe,France,0.006947964500589,05-2020
Europe,Norway,0.005455024453715,05-2020
Europe,Ireland,0.005622733583938,05-2020
Europe,Poland,0.003581479711297,05-2020
Asia,India,0.004311828840674,05-2020
Europe,Denmark,0.002472419834968,05-2020
Europe,Sweden,0.008927925970412,05-2020
Europe,Germany,0.011086673613964,05-2020
Europe,Switzerland,0.007164839734721,05-2020
Europe,Austria,0.004954279648374,05-2020
Africa,South Africa,0.002625476097987,05-2020
Europe,Spain,0.005475581344155,05-2020
Europe,Czech Republic,0.005628590910183,05-2020
Europe,Netherlands,0.001202429857772,05-2020
South America,Chile,0.006030903342038,05-2020
Europe,Lithuania,0.001059055490759,05-2020
Africa,Ghana,0.003102240080244,05-2020
Africa,Equatorial Guinea,0.000366739584234,05-2020
Europe,Italy,0.005938545471625,05-2020
Asia,Indonesia,0.004473369805958,05-2020
Europe,Hungary,0.004240426442707,05-2020
Asia,Saudi Arabia,0.005101950841386,05-2020
Asia,South Korea,0.000838754233981,05-2020
Asia,Kuwait,0.022170775597689,05-2020
Africa,Democratic Republic of the Congo,0.002824898233626,05-2020
Africa,Sudan,0.003813231127897,05-2020
Europe,Ukraine,0.006426011815646,05-2020
Asia,Singapore,0.008936853132649,05-2020
Asia,Oman,0.001462256959369,05-2020
South America,Ecuador,0.006744664236623,05-2020
Europe,Latvia,0.004048692894398,05-2020
Asia,Bangladesh,0.00174718365291,05-2020
Asia,Philippines,0.003046067379728,05-2020
South America,Uruguay,0.003021349324508,05-2020
Europe,Finland,0.006356420827862,05-2020
Asia,Iran,0.002290908373023,05-2020
Europe,Azerbaijan,0.01781264943441,05-2020
Europe,Cyprus,0.018127778396669,05-2020
North America,Panama,0.00198630324157,05-2020
Africa,Cote d'Ivoire,0.001573308846036,05-2020
Africa,Zimbabwe,0.094580943232129,05-2020
Asia,Mongolia,0.005930710748251,05-2020
Asia,Qatar,0.006151863125872,05-2020
Europe,Greece,0.007078078500923,05-2020
Asia,Kyrgyzstan,1.1836807280755,05-2020
South America,Peru,0.003081235946915,05-2020
Africa,Zambia,0.001830849505145,05-2020
Africa,Cameroon,0.006248632120882,05-2020
Asia,Lebanon,0.004523121538888,05-2020
Africa,Togo,0.008895966317085,05-2020
South America,Argentina,0.004997749554827,05-2020
Europe,Romania,0.052368248273783,05-2020
Europe,Belarus,0.003549517685911,05-2020
Africa,Malawi,0.002981503518844,05-2020
Europe,Portugal,0.005624474052621,05-2020
South America,Venezuela,0.002912909295444,05-2020
South America,French Guiana,0.00362493326197,05-2020
Europe,Luxembourg,0.00581544197857,05-2020
Europe,Bulgaria,0.003706694217657,05-2020
Africa,Gambia,0.006838086052271,05-2020
Asia,Malaysia,0.001942573860895,05-2020
North America,Guatemala,0.00593659701979,05-2020
Africa,Guinea,0.006428860824965,05-2020
Africa,Burkina Faso,0.002161956652691,05-2020
North America,Haiti,0.005040088380943,05-2020
Africa,Uganda,0.005797606008233,05-2020
Africa,Niger,0.002732190837594,05-2020
Africa,Madagascar,0.006448218889016,05-2020
South America,Colombia,0.003153908683813,05-2020
Asia,Uzbekistan,0.003035067873303,05-2020
Asia,Hong Kong,0.003995311603386,05-2020
Africa,Djibouti,0.00633220991043,05-2020
Asia,Israel,0.005684061128734,05-2020
Africa,Morocco,0.002103417887947,05-2020
Asia,Myanmar,0.003959749521828,05-2020
South America,Paraguay,0.002139946126583,05-2020
Asia,Pakistan,0.003360793831371,05-2020
Asia,Afghanistan,0.006784682308332,05-2020
Europe,Slovenia,0.006784682308332,05-2020
Africa,Rwanda,0.0,05-2020
South America,Bolivia,0.00138213560068,05-2020
South America,Suriname,0.002252066115702,05-2020
Europe,Serbia,0.002375732221922,05-2020
Europe,North Macedonia,0.007413388435313,05-2020
Oceania,New Zealand,0.004837474602379,05-2020
North America,Dominican Republic,0.008574941616404,05-2020
Asia,Iraq,0.003035067873303,05-2020
Asia,Kazakhstan,0.004151108122492,05-2020
Asia,Georgia,0.004523121538888,05-2020
Europe,Bosnia and Herzegovina,0.007099035371822,05-2020
Asia,Thailand,0.003035067873303,05-2020
Africa,Republic of the Congo,0.006784682308332,05-2020
North America,U.S. Virgin Islands,0.006784682308332,05-2020
Africa,Somalia,0.001517533936652,05-2020
Asia,China,0.001550998882282,05-2020
Africa,Guinea-Bissau,0.007413388435313,05-2020
Africa,Algeria,0.003392341154166,05-2020
Africa,Tunisia,0.006994251017326,05-2020
Asia,Bahrain,0.002369565217391,05-2020
Asia,Maldives,0.006784682308332,05-2020
Europe,Slovakia,0.007413388435313,05-2020
North America,Costa Rica,0.023420118931944,05-2020
Europe,Canary Islands,0.0,05-2020
North America,USA,0.007154916144035,06-2020
South America,Brazil,0.014747981018289,06-2020
Europe,Luxembourg,0.004282189557096,06-2020
North America,Mexico,0.00682711419603,06-2020
Africa,Nigeria,0.009151097795153,06-2020
Europe,Germany,0.00172227757489,06-2020
Africa,South Africa,0.015881791037165,06-2020
Africa,Kenya,0.01327481079935,06-2020
Europe,Russia,0.015924502201488,06-2020
Europe,United Kingdom,0.009674478773842,06-2020
Asia,United Arab Emirates,0.011921064567724,06-2020
Asia,Japan,0.003289387506795,06-2020
North America,Canada,0.007679001303918,06-2020
Europe,Portugal,0.00727953463706,06-2020
Asia,Saudi Arabia,0.01121063914799,06-2020
Asia,Kuwait,0.002230145649321,06-2020
North America,Panama,0.002597972536362,06-2020
Africa,Senegal,0.022020769240675,06-2020
Africa,Gabon,0.013176646688916,06-2020
North America,Nicaragua,0.004827920142371,06-2020
Oceania,Australia,0.350061983391962,06-2020
Europe,Serbia,0.000360484227533,06-2020
Asia,Bangladesh,0.004283184776795,06-2020
Africa,Malawi,0.01338905336524,06-2020
Asia,Singapore,0.002236549599372,06-2020
Asia,India,0.005592505120316,06-2020
Asia,Hong Kong,0.011362534949555,06-2020
Africa,Cote d'Ivoire,0.001093883173205,06-2020
Europe,Denmark,0.249126708182089,06-2020
Europe,Sweden,0.033962467258767,06-2020
Asia,Palestine,0.0,06-2020
Europe,Italy,0.006182785844299,06-2020
Africa,Republic of the Congo,0.010574204007649,06-2020
Europe,Switzerland,0.006530196027539,06-2020
Europe,Austria,0.011455646797859,06-2020
Europe,Romania,0.083895328082245,06-2020
Europe,Netherlands,0.003362379924265,06-2020
Asia,Kyrgyzstan,0.013303341462516,06-2020
Europe,Belarus,0.010286423206135,06-2020
Europe,Azerbaijan,0.001749088743322,06-2020
Europe,Spain,0.016303208857179,06-2020
Africa,Rwanda,0.273819366117941,06-2020
South America,Peru,0.004819181457953,06-2020
Africa,Guinea,0.015044409441874,06-2020
Africa,Libya,0.010468088435391,06-2020
Asia,South Korea,0.006254715931552,06-2020
Asia,Israel,0.000857367892512,06-2020
South America,Suriname,0.004938522498463,06-2020
Europe,Turkey,0.010609716140852,06-2020
North America,Costa Rica,0.003574643001508,06-2020
Europe,North Macedonia,0.008727894918679,06-2020
Asia,Oman,0.001586130601147,06-2020
Europe,Norway,0.034153729652368,06-2020
Asia,Bahrain,0.00310373449369,06-2020
Africa,Egypt,0.007901758685986,06-2020
Europe,France,0.037381425869613,06-2020
Asia,Kazakhstan,0.01258959670132,06-2020
South America,Argentina,0.014341512455277,06-2020
Asia,Maldives,0.015861306011473,06-2020
Europe,Slovenia,0.005008804382782,06-2020
South America,Bolivia,0.008007906715658,06-2020
Africa,Zambia,0.00431048662585,06-2020
Europe,Moldova,0.013148042405306,06-2020
Asia,Qatar,0.003346033417122,06-2020
Asia,Mongolia,0.012243621203251,06-2020
South America,Chile,0.00421618968092,06-2020
Asia,Philippines,0.003475745391786,06-2020
Asia,Lebanon,0.000550868480737,06-2020
Africa,Sudan,0.011237841357594,06-2020
Africa,Democratic Republic of the Congo,0.026600725085366,06-2020
Africa,Djibouti,0.114068225457689,06-2020
Africa,Cameroon,0.010382034565779,06-2020
Oceania,New Zealand,0.027707702400339,06-2020
North America,Guatemala,0.013746465209943,06-2020
Europe,Belgium,0.006734580363735,06-2020
North America,Puerto Rico,0.009778489094037,06-2020
Africa,Ghana,0.009087012201569,06-2020
South America,French Guiana,0.002904876674596,06-2020
Asia,Pakistan,0.009771984648839,06-2020
South America,Ecuador,0.010852363429697,06-2020
Europe,Poland,0.006790975535309,06-2020
Europe,Ukraine,0.010603696495619,06-2020
Africa,Equatorial Guinea,0.002332545001687,06-2020
Africa,Burkina Faso,0.006500851812416,06-2020
North America,Haiti,0.009604746109992,06-2020
Asia,Iraq,0.007410383985734,06-2020
South America,Colombia,0.062328441088362,06-2020
Europe,Hungary,0.004504447527557,06-2020
Europe,Finland,0.015861306011473,06-2020
Africa,Algeria,0.010011551920688,06-2020
Asia,Sri Lanka,0.0,06-2020
Asia,Jordan,0.014574253318128,06-2020
Asia,Iran,0.008775953713664,06-2020
Asia,Malaysia,0.0,06-2020
Africa,Mali,0.007930653005736,06-2020
Asia,Indonesia,0.005282798210966,06-2020
Africa,Angola,0.0,06-2020
South America,Paraguay,0.010103695868325,06-2020
South America,Uruguay,6.82e-05,06-2020
Asia,Afghanistan,0.010244035893848,06-2020
Europe,Czech Republic,0.015386247541364,06-2020
Africa,Zimbabwe,0.012363901257876,06-2020
Europe,Canary Islands,0.006121810601625,06-2020
Africa,Gambia,0.017905484831828,06-2020
Europe,Ireland,0.010087137104494,06-2020
Europe,Slovakia,0.0,06-2020
Europe,Latvia,0.007203976758275,06-2020
Asia,China,0.006071983254886,06-2020
Asia,Georgia,0.015861306011473,06-2020
Europe,Cyprus,0.007637764181286,06-2020
Africa,Somalia,0.005356547619048,06-2020
Africa,Niger,0.648621810601625,06-2020
Africa,Morocco,0.0,06-2020
Asia,Nepal,0.0,06-2020
Europe,Lithuania,0.0,06-2020
Africa,Madagascar,0.014016638657974,06-2020
North America,Cuba,0.01164569304238,06-2020
Africa,Togo,0.0,06-2020
Africa,Seychelles,0.015861306011473,06-2020
South America,Trinidad and Tobago,0.015861306011473,06-2020
North America,USA,0.011357936703175,07-2020
Europe,Belgium,0.008601842290923,07-2020
Europe,Luxembourg,0.007364576837384,07-2020
Oceania,Australia,0.386556039801773,07-2020
Europe,Spain,0.00517270270103,07-2020
Africa,Nigeria,0.03029234421442,07-2020
Asia,Philippines,0.007801715179209,07-2020
Asia,India,0.019664664873616,07-2020
North America,The Bahamas,0.0,07-2020
Asia,Japan,0.001364011613103,07-2020
Europe,Portugal,0.014106612681644,07-2020
South America,Argentina,0.00859526236276,07-2020
Africa,Egypt,0.010859790445483,07-2020
Asia,Saudi Arabia,0.01197764880467,07-2020
Europe,Russia,0.022287857228058,07-2020
Africa,South Africa,0.007529910996328,07-2020
Europe,Serbia,0.002910958132447,07-2020
Asia,Hong Kong,0.006518119052812,07-2020
Africa,Equatorial Guinea,0.004395403601735,07-2020
South America,Uruguay,0.002966692645319,07-2020
North America,Mexico,0.011729410121595,07-2020
Africa,Kenya,0.020029939412173,07-2020
Africa,Cote d'Ivoire,0.034317005742866,07-2020
Europe,Denmark,0.035393816999945,07-2020
Asia,Palestine,0.00156136639368,07-2020
South America,Brazil,0.013742336381012,07-2020
Africa,Ghana,0.016114344061352,07-2020
Europe,United Kingdom,0.013367377446244,07-2020
North America,Canada,0.003833294897315,07-2020
Europe,Sweden,0.052510963325376,07-2020
Europe,Switzerland,0.008441665317606,07-2020
Asia,Bangladesh,0.018663185564022,07-2020
Asia,Kuwait,0.01398542013673,07-2020
Asia,Lebanon,0.004577135755735,07-2020
North America,Panama,0.008367930923251,07-2020
North America,Nicaragua,0.013572355350023,07-2020
Europe,France,0.070096500677391,07-2020
