Pango lineage,antigenic_score,frequency,zscore,significant,date
XBB.1.5.69,16.22785773709762,1.8861162979309303e-05,,no,09-2023
FD.2,16.145793704179265,2.829174446896396e-05,,no,09-2023
XBB.1.5.52,16.064195484711256,1.8861162979309303e-05,,no,09-2023
CK.2,16.04223318309221,9.430581489654651e-06,,no,09-2023
FP.1,16.008192461328573,9.430581489654651e-06,,no,09-2023
XBB.1,15.898955035682077,0.0008015994266206,,no,09-2023
BQ.1.1.23,15.78649607956126,1.8861162979309303e-05,,no,09-2023
XBB.1.4,15.753523262858875,9.430581489654651e-06,,no,09-2023
XBB.1.9.7,15.72735912799524,9.430581489654651e-06,,no,09-2023
XBB.1.5.26,15.705542744269664,4.715290744827326e-05,,no,09-2023
BA.5.2.20,15.679594293758878,9.430581489654651e-06,,no,09-2023
BF.7.4.1,15.679594293758877,0.0001131669778758,,no,09-2023
BA.5.2.62,15.639361561158877,9.430581489654651e-06,,no,09-2023
FL.32,15.619752544637665,2.829174446896396e-05,,no,09-2023
BA.5.2.48,15.230010963425544,9.430581489654651e-06,,no,09-2023
XBB.1.16.22,15.218709952794804,2.829174446896396e-05,,no,09-2023
BA.5.1,15.147057785725544,2.829174446896396e-05,,no,09-2023
B.1.1.529,15.068517166766885,0.0001037363963862,,no,09-2023
BM.4.1.1,14.986717707192213,9.430581489654651e-06,,no,09-2023
BA.4,14.920734769658878,9.430581489654651e-06,,no,09-2023
BA.5.2.1,14.908310431249353,2.829174446896396e-05,,no,09-2023
CH.1.1.15,14.90364007979524,9.430581489654651e-06,,no,09-2023
EG.6,14.741979623519384,0.0001980422112827,,no,09-2023
EG.1.7,14.697659372896972,9.430581489654651e-06,,no,09-2023
FD.2.1,14.681873658992208,9.430581489654651e-06,,no,09-2023
BA.2,14.641401272957172,0.0001603198853241,,no,09-2023
FL.23.1,14.61288424752944,1.8861162979309303e-05,,no,09-2023
XBB.2,14.499096314296104,9.430581489654652e-05,,no,09-2023
XBB,14.278047859205412,0.0001131669778758,,no,09-2023
XBB.1.5.19,14.022548262230304,9.430581489654651e-06,,no,09-2023
BA.2.65,13.983581992742211,9.430581489654651e-06,,no,09-2023
BQ.1,13.848453817525542,9.430581489654651e-06,,no,09-2023
BQ.1.25,13.548037151358876,9.430581489654651e-06,,no,09-2023
XBB.1.5.6,13.275137548325544,9.430581489654651e-06,,no,09-2023
FL.26,12.931439929525542,9.430581489654651e-06,,no,09-2023
Unassigned,12.597460748275708,0.0035553292215998,-5.567614466516981,no,09-2023
BA.2.12.1,11.738266874628572,9.430581489654651e-06,,no,09-2023
BA.5.6.3,11.445237944125545,9.430581489654651e-06,,no,09-2023
BA.3,11.0477418440413,0.0001414587223448,,no,09-2023
EE.5,10.9361357081,9.430581489654651e-06,,no,09-2023
JN.2.2,10.88105475906667,9.430581489654651e-06,,no,09-2023
XBB.1.3,9.893023016366667,9.430581489654651e-06,,no,09-2023
BQ.1.28,9.876409372896967,9.430581489654651e-06,,no,09-2023
BA.2.10.1,8.326021751881818,1.8861162979309303e-05,,no,09-2023
BQ.1.1.62,7.601023012966666,9.430581489654651e-06,,no,09-2023
XBB.1.5.20,4.4956619057000005,9.430581489654651e-06,,no,09-2023
B,1.3765084152878788,2.829174446896396e-05,,no,09-2023
BA.2.3,1.1606363637636363,9.430581489654651e-06,,no,09-2023
JN.1.4.4,26.665528286042207,3.138305106022408e-05,,no,11-2023
JN.1.4.6,26.381367571178327,3.138305106022408e-05,,no,11-2023
XDD.1.1,26.029423127178323,2.0922034040149386e-05,,no,11-2023
JN.1.4.2,25.847247201289434,9.414915318067224e-05,,no,11-2023
JN.1.1.2,25.821612487934004,0.0002196813574215,,no,11-2023
JN.3.2.1,25.80096082571999,7.322711914052284e-05,,no,11-2023
JN.1.42.1,25.76900646051165,1.0461017020074693e-05,,no,11-2023
JN.1.39.3,25.664006460511654,1.0461017020074693e-05,,no,11-2023
JN.7,25.617503453210546,0.0006067389871643,,no,11-2023
KV.2,25.556506460511656,1.0461017020074693e-05,,no,11-2023
XDK,25.51417312717832,0.0001569152553011,,no,11-2023
JN.1.13,25.47650646051165,1.0461017020074693e-05,,no,11-2023
JN.1.8.1,25.46023559554112,0.0002406033914617,,no,11-2023
XDD.2,25.45233979384499,3.138305106022408e-05,,no,11-2023
FR.1,25.43925684872251,1.0461017020074693e-05,,no,11-2023
JN.1.20,25.43733979051165,4.184406808029877e-05,,no,11-2023
JN.1.36,25.41980507144916,2.0922034040149386e-05,,no,11-2023
XDT,25.39780276017833,3.138305106022408e-05,,no,11-2023
JN.1.1.5,25.39464942586848,0.0001150711872208,,no,11-2023
JN.1.15,25.383649317654516,7.322711914052284e-05,,no,11-2023
JN.1.60,25.360256460511657,2.0922034040149386e-05,,no,11-2023
JN.1.61,25.34327034955332,3.138305106022408e-05,,no,11-2023
JN.1.47.1,25.29230507169916,6.276610212044815e-05,,no,11-2023
XDU,25.244006460511656,3.138305106022408e-05,,no,11-2023
JN.1.28,25.244006460511656,0.0001046101702007,,no,11-2023
JN.1.56,25.244006460511656,1.0461017020074693e-05,,no,11-2023
XDV,25.244006460511656,1.0461017020074693e-05,,no,11-2023
JN.1.44.1,25.244006460511656,7.322711914052284e-05,,no,11-2023
XEB,25.244006460511656,1.0461017020074693e-05,,no,11-2023
JN.1.51,25.244006460511656,2.0922034040149386e-05,,no,11-2023
JN.1.47,25.218789793851656,0.0001046101702007,,no,11-2023
JN.1.14,25.196506460511653,1.0461017020074693e-05,,no,11-2023
JN.19,25.1342634049561,0.0001255322042408,,no,11-2023
JN.1.30,25.12877918778438,0.0001150711872208,,no,11-2023
JN.1.1.7,25.121939790511654,0.0001046101702007,,no,11-2023
JN.1.45,25.11357286264276,0.0003138305106022,,no,11-2023
JQ.1,24.992336637220184,0.0013180881445294,1.906344597314144,yes,11-2023
JN.2.5,24.936716070614185,0.0002406033914617,,no,11-2023
JN.1.43.1,24.921164197227213,0.0007531932254453,,no,11-2023
JN.1.1.1,24.889001022237583,0.0005858169531241,,no,11-2023
JN.9,24.8818644429216,0.0010670237360476,1.846209293743424,yes,11-2023
JN.4,24.880844080195978,0.0017156067912922,1.8456538614679363,yes,11-2023
JN.1.17,24.879966248800542,9.414915318067224e-05,,no,11-2023
JN.1.2,24.856476829493182,0.0019352881487138,1.8323896004699525,yes,11-2023
JN.1.4.1,24.821464793936656,5.230508510037346e-05,,no,11-2023
JN.1.6,24.81243922473456,0.0004498237318632,,no,11-2023
JN.5.1,24.811081968879503,0.000146454238281,,no,11-2023
JN.1.7,24.80621089905148,0.0001150711872208,,no,11-2023
JN.1.52,24.774547209921543,0.0001673762723211,,no,11-2023
JN.1.36.1,24.764001101640822,2.0922034040149386e-05,,no,11-2023
JN.10,24.71033497214131,0.0005962779701442,,no,11-2023
JN.1.58,24.706982033690597,0.0001255322042408,,no,11-2023
JN.1.1.4,24.70594645495941,0.0002092203404014,,no,11-2023
BA.2.86.5,24.694144122638157,0.0001882983063613,,no,11-2023
JN.14,24.64004164274637,0.0002510644084817,,no,11-2023
JN.11,24.53902555064159,0.0007531932254453,,no,11-2023
JN.1.29,24.536366542974715,0.0011716339062483,1.6581382480991549,yes,11-2023
JN.1.1.3,24.502336242714293,0.0002719864425219,,no,11-2023
BA.2.86.4,24.49195824661165,4.184406808029877e-05,,no,11-2023
JN.1.41,24.453595042536374,0.0001046101702007,,no,11-2023
JN.1.19,24.44901406725046,0.0014436203487703,1.610588114070548,yes,11-2023
JN.1.9,24.44367562363855,0.0008682644126661,,no,11-2023
JN.1.10,24.4108952359307,7.322711914052284e-05,,no,11-2023
JN.1.34,24.36307729374618,4.184406808029877e-05,,no,11-2023
JN.1.3,24.357905167349067,0.0002406033914617,,no,11-2023
JN.13,24.300886262004152,0.0001046101702007,,no,11-2023
JN.1.1,24.28998885715557,0.0295942171497913,1.524023079808564,yes,11-2023
JN.1.28.1,24.27011757384499,3.138305106022408e-05,,no,11-2023
JN.2.3,24.1802201889997,0.0005230508510037,,no,11-2023
JN.1.55,24.17842201799345,0.0008787254296862,,no,11-2023
JN.1.8,24.17777261089125,0.0004602847488832,,no,11-2023
JN.1.16,24.16965529153897,6.276610212044815e-05,,no,11-2023
JN.1.4.7,24.150750674567327,0.0002719864425219,,no,11-2023
JN.1.5,24.144251634982165,0.0019875932338141,1.444691333457407,yes,11-2023
JN.1.6.1,24.115866249000543,3.138305106022408e-05,,no,11-2023
JN.17,24.11349359889258,0.0001673762723211,,no,11-2023
JN.15,24.103765654918007,0.0002615254255018,,no,11-2023
JN.2.1,24.06101941667977,0.0005125898339836,,no,11-2023
JN.1.4.5,24.059977812340907,0.0055652610546797,1.3988170576744927,yes,11-2023
JN.1.57,24.05653026997832,3.138305106022408e-05,,no,11-2023
JN.16,24.055101936164043,0.0001359932212609,,no,11-2023
JN.1.32,24.04548323031567,0.0001987593233814,,no,11-2023
JN.1.64,24.03973777109082,0.0001046101702007,,no,11-2023
JN.1.42,24.03059077203527,0.000428901697823,,no,11-2023
JN.1.24,23.999502108288294,0.0001255322042408,,no,11-2023
JN.3.3,23.97650646051165,3.138305106022408e-05,,no,11-2023
JN.1.1.10,23.97270512142395,0.0002406033914617,,no,11-2023
JN.8,23.96797138726484,0.0003870576297427,,no,11-2023
XDN,23.965360629074148,2.0922034040149386e-05,,no,11-2023
JN.1.43,23.963344329363604,0.0008996474637264,,no,11-2023
XDQ,23.947975844452,4.184406808029877e-05,,no,11-2023
JN.6,23.93828579749754,0.0019039050976535,1.3325742686975728,yes,11-2023
JN.1.53,23.935288222965028,8.368813616059753e-05,,no,11-2023
JN.1.46,23.92712162313997,0.0002196813574215,,no,11-2023
JN.1.4,23.923135773136828,0.0140282238239201,1.324327385218706,yes,11-2023
JN.3,23.90804777665877,0.0052828135951377,1.3161142664855896,yes,11-2023
FW.1.1,23.85882330220847,0.0004184406808029,,no,11-2023
JN.2.4,23.792940426811214,0.0002615254255018,,no,11-2023
JN.1,23.76917610311251,0.0429110918163463,1.240519766900413,yes,11-2023
JN.1.39,23.740628070915403,0.0014226983147301,1.224979706404469,yes,11-2023
XDD,23.718562496846605,0.0011611728892282,1.2129683581777566,yes,11-2023
JN.2,23.672241833862017,0.0131494983942338,1.1877538039828206,yes,11-2023
JN.18,23.64073994473136,0.0055861830887198,1.1706058177592196,yes,11-2023
JN.1.1.6,23.63321476237902,4.184406808029877e-05,,no,11-2023
FL.3.3,23.609301040592207,1.0461017020074693e-05,,no,11-2023
FW.1,23.580884373432944,9.414915318067224e-05,,no,11-2023
HK.5,23.559923515225545,0.0002301423744416,,no,11-2023
BA.2.86.1,23.520927947725035,0.0173339052022637,1.1053864124859247,yes,11-2023
JN.1.22,23.51445175415286,0.0016319186551316,1.1018611103144758,yes,11-2023
BA.2.86.2,23.400674109559816,0.0015900745870513,1.0399264919192686,yes,11-2023
JN.1.21,23.391868459644453,0.0002092203404014,,no,11-2023
JN.1.18.5,23.358081196325543,1.0461017020074693e-05,,no,11-2023
FK.1.1.2,23.331844075771,3.138305106022408e-05,,no,11-2023
XBB.2.3.12,23.29025390288724,0.0003765966127226,,no,11-2023
XDP,23.237062547311652,3.138305106022408e-05,,no,11-2023
JN.1.38,23.232233278982573,0.0003975186467628,,no,11-2023
JN.1.27,23.21842550936166,2.0922034040149386e-05,,no,11-2023
JN.1.8.3,23.18420952117271,0.0007741152594855,,no,11-2023
JN.3.1,23.134884057236523,0.0001673762723211,,no,11-2023
JN.5,23.095752455213123,0.0013180881445294,0.8739430391070241,no,11-2023
BA.2.86.7,23.083840998594017,9.414915318067224e-05,,no,11-2023
FL.13,23.05618238018734,0.001265783059429,0.8524031530832155,no,11-2023
JN.12,22.90892095411536,6.276610212044815e-05,,no,11-2023
XBB.1.5.46,22.861634373358875,1.0461017020074693e-05,,no,11-2023
HK.2,22.84948710336857,0.0032742983272833,0.7398890195761416,no,11-2023
JN.1.44,22.80336375437497,0.0006695050892847,,no,11-2023
HK.3.2,22.79797070398533,0.0191645831807768,0.7118461773437487,no,11-2023
BA.2.75.5,22.76463278679221,1.0461017020074693e-05,,no,11-2023
HK.9,22.733342706733875,2.0922034040149386e-05,,no,11-2023
FL.36,22.731311763879265,0.0003452135616624,,no,11-2023
JE.1.1,22.725957396952005,0.002113125438055,0.6726458871071292,no,11-2023
FL.21.1,22.690630261655844,1.0461017020074693e-05,,no,11-2023
EG.10,22.67929178105332,3.138305106022408e-05,,no,11-2023
XBB.1.5.18,22.672467707275544,5.230508510037346e-05,,no,11-2023
GJ.1.2.5,22.667912151758877,1.0461017020074693e-05,,no,11-2023
FR.1.5,22.654495484969985,3.138305106022408e-05,,no,11-2023
BA.2.10.1,22.65106889680888,1.0461017020074693e-05,,no,11-2023
JN.1.4.3,22.63727263185957,4.184406808029877e-05,,no,11-2023
GW.5.1.1,22.583170345292515,0.0015377695019509,0.5949200597889572,no,11-2023
JN.2.2,22.57039958415581,0.0002615254255018,,no,11-2023
XBB.1.16.24,22.52946956660037,0.0002510644084817,,no,11-2023
DV.7.1,22.49170236427076,0.0052828135951377,0.5451296592210342,no,11-2023
DV.6.2,22.46891678130332,1.0461017020074693e-05,,no,11-2023
XCM,22.46771495090252,0.0003347525446423,,no,11-2023
JN.1.2.1,22.464764749259803,3.138305106022408e-05,,no,11-2023
FL.15.2,22.435182450801182,4.184406808029877e-05,,no,11-2023
BA.2.86.6,22.407135822115897,0.0002615254255018,,no,11-2023
FK.1.4,22.406009373925546,2.0922034040149386e-05,,no,11-2023
BA.2.15,22.34549414850228,1.0461017020074693e-05,,no,11-2023
FK.1.3.2,22.284898262825543,5.230508510037346e-05,,no,11-2023
DV.7.1.2,22.26977594842995,0.000983335599887,,no,11-2023
CM.7.1.1,22.25662352627832,2.0922034040149386e-05,,no,11-2023
HL.2,22.252286159620787,4.184406808029877e-05,,no,11-2023
BA.2.86.3,22.245424229936106,0.0008368813616059,,no,11-2023
HK.3.3,22.212106133993032,0.0018516000125532,0.3929320470369578,no,11-2023
BA.5.1.6,22.204524843508874,2.0922034040149386e-05,,no,11-2023
LV.1,22.18805307092254,0.0003347525446423,,no,11-2023
XBB.1.5.90,22.17538596046721,1.0461017020074693e-05,,no,11-2023
FY.4.1,22.140384373692207,4.184406808029877e-05,,no,11-2023
EG.6.1.1,22.10787273243979,0.0008159593275658,,no,11-2023
JD.1.1.1,22.09246336277902,0.0094776814201876,0.3278047594631217,no,11-2023
FK.1.1,22.08982227073804,4.184406808029877e-05,,no,11-2023
XBB.1.17.1,22.08512604064739,0.0001778372893412,,no,11-2023
GK.2.3,22.056182885775076,0.0005544339020639,,no,11-2023
GA.4.1.1,22.04743695330888,2.0922034040149386e-05,,no,11-2023
JH.1,22.032068897225543,1.0461017020074693e-05,,no,11-2023
XBB.1.5.44,22.023342707192214,4.184406808029877e-05,,no,11-2023
FL.4.4,22.00091215119221,1.0461017020074693e-05,,no,11-2023
XBB.1.5.76,21.988801040192207,1.0461017020074693e-05,,no,11-2023
EG.1.4,21.98480103885888,2.0922034040149386e-05,,no,11-2023
XBB.2.3.3,21.97778594935019,0.0003870576297427,,no,11-2023
JN.1.37,21.929271520285678,7.322711914052284e-05,,no,11-2023
JG.3,21.918177700880083,0.0492295460964714,0.2329327307787901,no,11-2023
HK.1,21.917179478024075,0.0049899051185756,0.2323893502941493,no,11-2023
JN.1.54,21.91164786255202,0.0001569152553011,,no,11-2023
HK.3,21.878043872282387,0.0952684820018202,0.2110859666993642,no,11-2023
GK.1.2,21.85825011463665,4.184406808029877e-05,,no,11-2023
GS.5,21.847912151758877,1.0461017020074693e-05,,no,11-2023
XBB.1.5.40,21.84223159585887,2.0922034040149386e-05,,no,11-2023
HK.8,21.841450609805676,0.0019562101827539,0.1911665022436067,no,11-2023
FR.1.3,21.839426040525534,1.0461017020074693e-05,,no,11-2023
DV.7.1.1,21.833277989023166,0.0006276610212044,,no,11-2023
JL.1,21.829009373925544,2.0922034040149386e-05,,no,11-2023
EG.10.1,21.821381386903425,0.0026047932379985,0.1802418635205507,no,11-2023
XBB.1.5.7,21.81621770719221,1.0461017020074693e-05,,no,11-2023
EG.5.1.7,21.80263129478528,0.000292908476562,,no,11-2023
XBB.1.5.62,21.78002058992458,2.0922034040149386e-05,,no,11-2023
HA.1,21.775422667432483,6.276610212044815e-05,,no,11-2023
XBB.1.19.1,21.767065406083315,0.0001569152553011,,no,11-2023
EG.5.1.9,21.76290313809513,0.0003765966127226,,no,11-2023
GA.4,21.76250937385888,1.0461017020074693e-05,,no,11-2023
FL.21.2,21.760217707192204,1.0461017020074693e-05,,no,11-2023
JD.1.1.2,21.74919142223485,0.0004393627148431,,no,11-2023
EG.11,21.73686056439221,2.0922034040149386e-05,,no,11-2023
EG.9.1,21.734999353646376,4.184406808029877e-05,,no,11-2023
JN.1.63,21.727104291190944,7.322711914052284e-05,,no,11-2023
JN.1.49,21.691871502905343,8.368813616059753e-05,,no,11-2023
GJ.1.1,21.684754959275548,8.368813616059753e-05,,no,11-2023
BA.2.86,21.675953766091894,0.001684223740232,0.1010786480110285,no,11-2023
GW.5,21.662072283752465,0.0010461017020074,0.0935222926784197,no,11-2023
JN.3.2,21.64664890220416,6.276610212044815e-05,,no,11-2023
CH.1.1.1,21.63350600689928,9.414915318067224e-05,,no,11-2023
EG.5.1.5,21.61885388131677,0.0001987593233814,,no,11-2023
GH.1,21.581245485092207,1.0461017020074693e-05,,no,11-2023
EG.4.3,21.57646770719221,1.0461017020074693e-05,,no,11-2023
GK.1.3,21.566670776541606,0.0011402508551881,0.0415906855110707,no,11-2023
FL.1.1,21.54716215169221,1.0461017020074693e-05,,no,11-2023
EG.5.1.8,21.54118672607687,0.0122707729645476,0.0277184969423667,no,11-2023
GK.3.2,21.53938437385888,2.0922034040149386e-05,,no,11-2023
EU.1.1.3,21.535491386075545,6.276610212044815e-05,,no,11-2023
JN.1.12,21.528731463730697,2.0922034040149386e-05,,no,11-2023
EG.5.1.2,21.52637309117268,0.0003242915276223,,no,11-2023
GB.1,21.51476016739221,2.0922034040149386e-05,,no,11-2023
GK.1,21.50434460078101,0.0070402644545102,0.0076635645412899,no,11-2023
GK.2.1,21.504021150248168,0.0014645423828104,0.0074874949329479,no,11-2023
HK.3.1,21.503007260430515,0.0066009017396671,0.0069355861711193,no,11-2023
FL.2.5,21.502717707192208,1.0461017020074693e-05,,no,11-2023
HG.1,21.49249548175888,1.0461017020074693e-05,,no,11-2023
HV.1,21.47809228791511,0.1671670519807935,-0.0066268260284646,no,11-2023
GG.1,21.47144389764459,2.0922034040149386e-05,,no,11-2023
XBF.9,21.46303715152554,1.0461017020074693e-05,,no,11-2023
XBB.1,21.46038261425623,0.001684223740232,-0.0162670491486535,no,11-2023
HK.6,21.43639822841858,0.0038601152804075,-0.0293228984731095,no,11-2023
FL.20,21.43312025216492,0.0007531932254453,,no,11-2023
GJ.1.2.6,21.42975490483823,0.0003138305106022,,no,11-2023
JD.1.2,21.428224525533405,0.0004393627148431,,no,11-2023
HC.3,21.424561141570997,3.138305106022408e-05,,no,11-2023
FL.25,21.413704660820034,0.0001882983063613,,no,11-2023
JN.1.31,21.383150606093743,0.0010461017020074,-0.0583081282248446,no,11-2023
EG.5.1.4,21.376828373812742,0.0086721831096419,-0.0617496218955072,no,11-2023
JN.1.16.1,21.37672167222554,1.0461017020074693e-05,,no,11-2023
JF.2,21.374801040525544,4.184406808029877e-05,,no,11-2023
HC.2,21.373393572927057,0.0002301423744416,,no,11-2023
FL.20.1,21.372805396784702,0.0008368813616059,,no,11-2023
FL.13.1,21.37121770719221,2.0922034040149386e-05,,no,11-2023
GJ.3,21.360246695340543,0.0002092203404014,,no,11-2023
FL.10,21.35896770719221,1.0461017020074693e-05,,no,11-2023
FL.10.2,21.35896770719221,1.0461017020074693e-05,,no,11-2023
XBB.1.16.17,21.35390037573003,0.0118000271986442,-0.0742304287965279,no,11-2023
JN.1.18,21.33725106862199,0.0002301423744416,,no,11-2023
GJ.1.2.1,21.32169498549789,0.0001569152553011,,no,11-2023
XBB.1.16,21.319348067276348,0.0082014373437385,-0.0930389042787426,no,11-2023
GZ.1,21.317846767164003,5.230508510037346e-05,,no,11-2023
GJ.1.2.2,21.30008333088672,0.0006799661063048,,no,11-2023
GJ.1.2.8,21.297060272530107,9.414915318067224e-05,,no,11-2023
JG.1,21.26352284500402,0.0004916677999435,,no,11-2023
JD.1.1.3,21.251360154530435,0.0022909627273963,-0.1300479797123735,no,11-2023
XBB.2.3.5,21.25110262795888,6.276610212044815e-05,,no,11-2023
GJ.1.2,21.248857548127823,0.002531566118858,-0.1314102681750459,no,11-2023
FL.13.2,21.245886177749565,0.0002301423744416,,no,11-2023
FL.24,21.240979790622795,0.0032533762932432,-0.1356985086868708,no,11-2023
XBB.1.28,21.23423147758777,8.368813616059753e-05,,no,11-2023
FL.14,21.22813437406721,2.0922034040149386e-05,,no,11-2023
XBB.1.42,21.22209270719221,0.0002301423744416,,no,11-2023
FL.2.4,21.20688437385888,1.0461017020074693e-05,,no,11-2023
JA.1,21.20632881835888,2.0922034040149386e-05,,no,11-2023
DV.7.1.3,21.20412253233989,0.0006172000041844,,no,11-2023
JG.2,21.181416749780823,0.0003975186467628,,no,11-2023
XCH,21.1702088518599,0.0012030169573085,-0.1742225184027342,no,11-2023
JN.1.40,21.167617702933875,1.0461017020074693e-05,,no,11-2023
XCP,21.167378617984124,0.0007845762765056,,no,11-2023
EG.1.6,21.165801040525544,5.230508510037346e-05,,no,11-2023
FL.7,21.15896770719221,2.0922034040149386e-05,,no,11-2023
GK.2,21.156105998675564,0.0012971661104892,-0.1818993764830688,no,11-2023
GK.4,21.154708752829983,0.0003138305106022,,no,11-2023
EG.5.1,21.144819150902567,0.0275752408649168,-0.1880433480181246,no,11-2023
EG.5.1.1,21.142914436265357,0.0541043800278263,-0.1890801753722986,no,11-2023
JJ.1,21.140069717701227,0.0012553220424089,-0.1906286918611145,no,11-2023
XBB.1.16.23,21.1210877370544,0.0009310305147866,,no,11-2023
GK.1.1,21.107160911959863,0.0124486102538888,-0.208542530143877,no,11-2023
EG.14,21.10271770719221,1.0461017020074693e-05,,no,11-2023
GY.1,21.09200085380425,0.0001778372893412,,no,11-2023
FL.18.1,21.09021770719221,1.0461017020074693e-05,,no,11-2023
XBB.1.33,21.086880802464236,4.184406808029877e-05,,no,11-2023
FE.1.1.1,21.081801040525544,3.138305106022408e-05,,no,11-2023
HK.11,21.0768643731277,0.0018097559444729,-0.22503438650087,no,11-2023
XCL,21.06887348912477,0.000292908476562,,no,11-2023
HK.7,21.06754958562808,0.0001569152553011,,no,11-2023
FL.19.1,21.05588437385888,0.0001046101702007,,no,11-2023
XBB.2.4,21.04129665032777,5.230508510037346e-05,,no,11-2023
GJ.1.2.4,21.03450495259246,0.0001255322042408,,no,11-2023
XBB.1.34,21.027277231058875,4.184406808029877e-05,,no,11-2023
HF.1.2,20.998837813020096,0.0002196813574215,,no,11-2023
FL.18,20.98521770719221,2.0922034040149386e-05,,no,11-2023
XBB.1.16.16,20.982441072582297,0.0001673762723211,,no,11-2023
BN.1.3.1,20.971926040525545,1.0461017020074693e-05,,no,11-2023
FL.21,20.95438437385888,2.0922034040149386e-05,,no,11-2023
GE.1.1,20.953755509851938,0.0005335118680238,,no,11-2023
FE.1.1.4,20.94448853862971,2.0922034040149386e-05,,no,11-2023
XCK,20.94385407088918,5.230508510037346e-05,,no,11-2023
FL.15.1.1,20.93917768237238,0.0055652610546797,-0.2999838432287787,no,11-2023
XBB.1.34.1,20.933891140506923,7.322711914052284e-05,,no,11-2023
GS.2,20.93291215175888,1.0461017020074693e-05,,no,11-2023
GA.4.1,20.927996621855016,0.0015063864508907,-0.3060702296966448,no,11-2023
FL.34,20.92615520719221,2.0922034040149386e-05,,no,11-2023
EG.5.1.3,20.9167559772348,0.016538867908738,-0.3121890506439346,no,11-2023
XBB.1.16.7,20.908995485058878,5.230508510037346e-05,,no,11-2023
XBB.1.5.49,20.904302751263494,5.230508510037346e-05,,no,11-2023
GE.1.3,20.900164276661357,0.0001882983063613,,no,11-2023
HA.2,20.89466215169221,1.0461017020074693e-05,,no,11-2023
FU.5,20.89150532623888,5.230508510037346e-05,,no,11-2023
XBB.1.28.1,20.873759373567207,1.0461017020074693e-05,,no,11-2023
GK.3.1,20.847154616006502,0.0010042576339271,-0.3500764033209925,no,11-2023
BN.1.2.7,20.841092707192207,3.138305106022408e-05,,no,11-2023
FL.4.6,20.823342707192207,2.0922034040149386e-05,,no,11-2023
JD.1.1,20.817096457089967,0.0440618036885546,-0.3664384980788581,no,11-2023
FD.1.1,20.815078369423308,0.0001673762723211,,no,11-2023
EG.5.2.1,20.81037053809443,0.0003138305106022,,no,11-2023
HF.1.1,20.803360521269266,0.0017888339104327,-0.3739156254741323,no,11-2023
FL.2.3.1,20.800884373858874,1.0461017020074693e-05,,no,11-2023
XBB.1.5.53,20.794711754305304,1.0461017020074693e-05,,no,11-2023
GJ.5,20.78062623326058,0.0002615254255018,,no,11-2023
GN.3,20.779728818338874,5.230508510037346e-05,,no,11-2023
GJ.4,20.767944967537694,0.0001255322042408,,no,11-2023
HH.2,20.76769070652158,0.0001150711872208,,no,11-2023
XCH.1,20.76385767475851,0.0037450440931867,-0.3954189157990365,no,11-2023
FT.3.1,20.75063437385888,1.0461017020074693e-05,,no,11-2023
GE.1.2,20.729805610239413,0.0013599322126097,-0.4139550845613847,no,11-2023
EG.5.1.6,20.72318740358692,0.0129821221219126,-0.4175576912505032,no,11-2023
XBB.1.5.71,20.721837365615286,3.138305106022408e-05,,no,11-2023
XBB.2.3.2,20.702004470257084,0.0005858169531241,,no,11-2023
XBB.1.5.10,20.699343538154803,0.000282447459542,,no,11-2023
HK.4,20.686961683304187,9.414915318067224e-05,,no,11-2023
BA.1.1,20.68063888374108,2.0922034040149386e-05,,no,11-2023
XBB.1.42.2,20.66663824019258,0.0005230508510037,,no,11-2023
FY.4.1.1,20.657535367908874,6.276610212044815e-05,,no,11-2023
FY.3.1,20.65488876892811,0.0001359932212609,,no,11-2023
EG.13,20.64166215175888,1.0461017020074693e-05,,no,11-2023
GR.1,20.62838437385888,1.0461017020074693e-05,,no,11-2023
EG.2.2,20.61971401748009,0.0001359932212609,,no,11-2023
FL.1.5.2,20.61641098823856,0.006454447501386,-0.4756812054246856,no,11-2023
XBB.1.5.52,20.616158362626557,3.138305106022408e-05,,no,11-2023
FL.20.2,20.608900464177264,0.0009310305147866,,no,11-2023
XBB.1.5.15,20.586390441390986,0.000700888140345,,no,11-2023
GW.5.1,20.585801066814938,6.276610212044815e-05,,no,11-2023
JC.1,20.57364802014896,0.0001882983063613,,no,11-2023
FE.1,20.566644955989037,9.414915318067224e-05,,no,11-2023
FL.2.2.1,20.56386407065888,6.276610212044815e-05,,no,11-2023
FY.6,20.56355103719221,1.0461017020074693e-05,,no,11-2023
JN.1.7.4,20.55437842130054,1.0461017020074693e-05,,no,11-2023
FL.2.3,20.53829851528312,0.0001150711872208,,no,11-2023
XBB.2.3,20.52970876268293,0.0023118847614365,-0.5228773771595614,no,11-2023
FL.16,20.52840769679269,0.0001673762723211,,no,11-2023
GJ.5.1,20.52271772075839,0.0001673762723211,,no,11-2023
HR.1,20.51741599911312,0.0004812067829234,,no,11-2023
XBB.1.41.2,20.515524901106527,0.0004498237318632,,no,11-2023
HH.1.1,20.511245485092207,2.0922034040149386e-05,,no,11-2023
XBB.1.5.41,20.49961514311529,1.0461017020074693e-05,,no,11-2023
JN.1.53.1,20.47856214743388,1.0461017020074693e-05,,no,11-2023
FR.1.4,20.472782522081094,6.276610212044815e-05,,no,11-2023
XBB.1.5.59,20.472582857847232,0.0003452135616624,,no,11-2023
FY.3.2,20.451380166214932,6.276610212044815e-05,,no,11-2023
