Pango lineage,antigenic_score,frequency,zscore,significant,date
BA.2.38.3,32.04422184323692,1.2051082126919586e-06,,no,03-2022
BN.3.1,21.03016678130332,1.2051082126919586e-06,,no,03-2022
XBB.1.5.37,20.82871770719221,1.2051082126919586e-06,,no,03-2022
XBB.1.5.20,20.8239983339999,3.615324638075876e-06,,no,03-2022
XBB.1.5.2,20.68271770719221,1.2051082126919586e-06,,no,03-2022
CH.1.1.11,20.659426040525545,1.2051082126919586e-06,,no,03-2022
XBB.1.5,20.564533946512725,1.566640676499546e-05,,no,03-2022
FY.6,20.37021770719221,1.2051082126919586e-06,,no,03-2022
XBB.1.9.1,20.37021770719221,1.2051082126919586e-06,,no,03-2022
XBB.1.5.49,20.37021770719221,1.2051082126919586e-06,,no,03-2022
XBB.1.5.33,20.37021770719221,1.2051082126919586e-06,,no,03-2022
BN.1.3.1,20.346926040525545,1.2051082126919586e-06,,no,03-2022
BA.2.75.2,20.317229070889173,1.2051082126919586e-06,,no,03-2022
XBB.1.5.5,19.611358183092207,1.2051082126919586e-06,,no,03-2022
BL.1,19.375259373858874,1.2051082126919586e-06,,no,03-2022
BN.1.9,18.601926040525544,1.2051082126919586e-06,,no,03-2022
BQ.1.1.18,18.383287151192214,1.2051082126919586e-06,,no,03-2022
BC.1,18.24384515419981,0.0014654115866334,2.168519829229612,yes,03-2022
BA.1.1.3,18.217118646353573,7.230649276151752e-06,,no,03-2022
BD.1,18.16757682579287,0.0011002637981877,2.106732301568268,yes,03-2022
BA.1.24,18.08037697802857,1.2051082126919586e-06,,no,03-2022
XP,18.068258274563583,8.556268310112907e-05,,no,03-2022
BA.1.1.2,17.834973902665524,0.0113822470688755,1.837279532086773,yes,03-2022
EH.1,17.688334770287454,1.2051082126919586e-06,,no,03-2022
BA.1.1.12,17.60887551012032,0.000496504583629,,no,03-2022
BA.1.1.6,17.59187533895138,8.797289952651299e-05,,no,03-2022
BA.1.1.5,17.56429021969488,0.0001084597391422,,no,03-2022
BA.1.1.13,17.515124272335992,0.000700167871574,,no,03-2022
BA.1.15.2,17.512691105911287,0.0003567120309568,,no,03-2022
BA.1.1.4,17.449167600171968,0.000175945799053,,no,03-2022
BA.1.1.15,17.443737658533895,0.0019257629238817,1.5203259451742406,yes,03-2022
BA.1.3,17.24013293368572,1.687151497768742e-05,,no,03-2022
BA.5.3.1,17.209715172901443,6.025541063459794e-06,,no,03-2022
BA.4.1.9,17.172094293758878,1.2051082126919586e-06,,no,03-2022
BA.1.17.1,17.151655393991916,6.025541063459793e-05,,no,03-2022
BA.2.2.1,17.103397243712408,0.0001337670116088,,no,03-2022
BA.1.1.14,17.079356371969194,0.0029332333896922,1.2251284589678542,yes,03-2022
BA.1.15.1,16.945238680566938,0.0008050122860782,,no,03-2022
BA.1.1.16,16.93903345326218,0.0009689070030043,,no,03-2022
BA.1.10,16.863804274531024,0.0001144852802057,,no,03-2022
BA.1.1.8,16.847418442811136,3.735835459345072e-05,,no,03-2022
BQ.1.1,16.82787929396221,1.2051082126919588e-05,,no,03-2022
BQ.1,16.823453817858876,1.2051082126919586e-06,,no,03-2022
BA.1.1.17,16.796038536688954,3.0127705317298965e-05,,no,03-2022
CP.7,16.78459429375888,3.615324638075876e-06,,no,03-2022
BA.1.1,16.779546262344745,0.1274401934921746,0.9822422461911626,no,03-2022
BA.1.6,16.773993813230444,4.09736792315266e-05,,no,03-2022
BA.1.17.2,16.733423390571744,0.0054639606363453,0.9448765627545304,no,03-2022
BA.1.8,16.70401514657768,5.905030242190598e-05,,no,03-2022
BA.1.1.10,16.628938072757354,0.0006724503826821,,no,03-2022
BA.2.47,16.623978839642007,0.0003073025942364,,no,03-2022
BA.1.1.18,16.616217772133112,0.0035888122573966,0.8499243651306121,no,03-2022
BA.2.9.3,16.604350081315193,0.0004627615536737,,no,03-2022
BA.1.16.1,16.58876235537143,8.43575748884371e-06,,no,03-2022
BA.2.55,16.574433392721144,6.387073527267381e-05,,no,03-2022
BA.2.3.7,16.539594293758874,6.025541063459794e-06,,no,03-2022
BA.1.1.9,16.525875301406593,0.0005001199082671,,no,03-2022
BA.5.2.28,16.518539208731223,9.640865701535667e-06,,no,03-2022
BA.1.23,16.501486619001362,8.43575748884371e-06,,no,03-2022
BA.2.10.2,16.4785111300737,0.0001988428550941,,no,03-2022
BA.1.16,16.393208832687552,0.0003434558406172,,no,03-2022
BA.1.1.1,16.36320948595769,0.0100867557402316,0.6449538772866679,no,03-2022
BA.2.12.2,16.360076695206345,0.0002205348029226,,no,03-2022
BA.1.17,16.30255573656466,0.0048059715522155,0.5958162431380621,no,03-2022
BA.2.56.1,16.27459429375887,9.640865701535667e-06,,no,03-2022
BC.2,16.22298818354716,1.566640676499546e-05,,no,03-2022
BA.1.12,16.196257807098227,8.676779131382102e-05,,no,03-2022
BA.2.71,16.167928779481723,3.615324638075876e-05,,no,03-2022
BA.2.3.1,16.12319502001556,0.0019510701963482,0.4505101184777097,no,03-2022
BA.1.21,16.061314385442863,0.0004217878744421,,no,03-2022
XS,16.05416342801616,3.133281352999092e-05,,no,03-2022
BA.2.41,16.036761543089895,0.0006158102966855,,no,03-2022
BA.5.5,15.992094293758877,3.615324638075876e-06,,no,03-2022
BA.1.18,15.957568543342784,0.0051470171764073,0.316330561607564,no,03-2022
BA.1.1.11,15.940933058282647,0.0002723544560683,,no,03-2022
BA.2.39,15.931009116760592,0.0004362491729944,,no,03-2022
BA.2.9.1,15.9155238655509,0.0002181245864972,,no,03-2022
BA.1.15,15.865642802053532,0.0060954373397959,0.2418584392818559,no,03-2022
XAR,15.857094293758877,2.4102164253839173e-06,,no,03-2022
BA.1.20,15.836468301241077,0.001193057130565,0.218223198892984,no,03-2022
BA.1.19,15.796460672666148,0.0001494334183738,,no,03-2022
BA.2.12.1,15.795173450552424,0.0035779662834824,0.1847688570647195,no,03-2022
BA.1.5,15.757813648168144,5.664008599652206e-05,,no,03-2022
BA.5.2.9,15.679594293758878,2.4102164253839173e-06,,no,03-2022
BA.5.2.20,15.679594293758878,1.2051082126919586e-06,,no,03-2022
BF.28,15.679594293758878,1.2051082126919586e-06,,no,03-2022
BA.5.1.1,15.679594293758878,1.2051082126919586e-06,,no,03-2022
BA.2.10.1,15.645457419429192,0.0031368966776371,0.0634788850986987,no,03-2022
BA.2.2,15.64088910392588,0.0015401282958203,0.0597779396810853,no,03-2022
BA.1,15.613822634763558,0.0137647460053675,0.0378504863463457,no,03-2022
BF.5,15.602927628758875,2.4102164253839173e-06,,no,03-2022
XD,15.573946031854854,4.820432850767835e-05,,no,03-2022
BA.2.85,15.552510960425543,1.2051082126919586e-06,,no,03-2022
BA.1.1.7,15.531140593676676,6.025541063459793e-05,,no,03-2022
BA.2.46,15.529198957812312,8.797289952651299e-05,,no,03-2022
BF.7,15.523344293758878,2.4102164253839173e-06,,no,03-2022
BA.1.13.1,15.52206446657652,0.0001843815565418,,no,03-2022
BA.2.58,15.483324909708177,0.0001108699555676,,no,03-2022
BA.5.8,15.447094293758877,1.2051082126919586e-06,,no,03-2022
BA.1.15.3,15.44071054111633,4.217878744421856e-05,,no,03-2022
BA.2.78,15.43054860384767,4.217878744421856e-05,,no,03-2022
XAF,15.414969293708875,1.687151497768742e-05,,no,03-2022
BA.2.3.6,15.391556446091172,0.0002048683961576,,no,03-2022
BA.2.10.3,15.389849479828197,4.820432850767835e-05,,no,03-2022
BA.2.3.13,15.378871294930155,0.0011677498580985,-0.1524914643985018,no,03-2022
BA.2.3.18,15.376744293758875,6.025541063459793e-05,,no,03-2022
BA.2.28,15.37446608837426,1.566640676499546e-05,,no,03-2022
BA.2.42,15.36804683370288,3.0127705317298965e-05,,no,03-2022
BA.1.22,15.362842088992348,1.687151497768742e-05,,no,03-2022
XAT,15.359594293758878,6.025541063459794e-06,,no,03-2022
XAQ,15.359594293758876,2.4102164253839173e-06,,no,03-2022
BA.2.66,15.325223700701413,9.158822416458886e-05,,no,03-2022
BA.2.48,15.324809843037183,0.0001181006048438,,no,03-2022
BA.2.59,15.31450715058994,3.133281352999092e-05,,no,03-2022
BA.2.9.6,15.29920144052078,8.43575748884371e-06,,no,03-2022
XAC,15.295667238178517,5.664008599652206e-05,,no,03-2022
XQ,15.284305371892664,8.676779131382102e-05,,no,03-2022
BA.2.22,15.28286743464667,0.0012448767837107,-0.2302674075293307,no,03-2022
XL,15.26798684394489,7.471670918690143e-05,,no,03-2022
BA.2.35,15.249533645593276,4.338389565691051e-05,,no,03-2022
BA.2.8,15.246206973762796,0.0050891719821981,-0.2599672749350234,no,03-2022
BA.2.29,15.235867301397333,0.0008712932377762,,no,03-2022
DA.1,15.233234769658878,1.2051082126919586e-06,,no,03-2022
BA.1.13,15.219468110625725,0.000128946578758,,no,03-2022
BA.2.23,15.217126284652023,0.0083453743728918,-0.2835265153218774,no,03-2022
XR,15.21574897386832,0.0001482283101611,,no,03-2022
BA.5.1.6,15.210164531708878,2.4102164253839173e-06,,no,03-2022
BA.2.16,15.19995835599849,0.0003591222473822,,no,03-2022
BA.2.5,15.193501499422904,0.0087129323777628,-0.302665745213598,no,03-2022
BA.2.1,15.17958840987277,0.0092781281295153,-0.3139372051156267,no,03-2022
XAU,15.177530802187448,8.43575748884371e-06,,no,03-2022
XE,15.173173421499085,0.0014738473441222,-0.3191342020849515,no,03-2022
BA.2.3.11,15.164775295392976,0.0004278134155056,,no,03-2022
BA.2.69,15.161442113508748,8.676779131382102e-05,,no,03-2022
BA.2.37,15.157286194699603,0.0039202170158869,-0.3320049767018703,no,03-2022
BA.2.23.1,15.142183384237104,0.0002325858850495,,no,03-2022
BA.2.73,15.13726233546709,0.000113280171993,,no,03-2022
BA.2.3.10,15.127186332256835,0.0001699202579895,,no,03-2022
XZ,15.123632173198269,1.3256190339611546e-05,,no,03-2022
BA.2.34,15.116056994940458,0.0002482522918145,,no,03-2022
BA.2.3.14,15.10452412623807,0.0002362012096876,,no,03-2022
BA.2.57,15.083731639552164,0.000210893937221,,no,03-2022
BA.2.70,15.069763610385918,3.735835459345072e-05,,no,03-2022
BA.2.36,15.061786301109326,0.0020751963422555,-0.4093726395327704,no,03-2022
BA.2.40,15.061715955036624,6.98962763361336e-05,,no,03-2022
BE.1,15.059317201348271,1.4461298552303504e-05,,no,03-2022
BA.2.68,15.050771813657876,0.0002759697807064,,no,03-2022
BA.5.3,15.044367855180006,1.9281731403071335e-05,,no,03-2022
BA.2.50,15.035933655848831,0.0003060974860237,,no,03-2022
BA.2.3.12,15.025996163219997,0.0002699442396429,,no,03-2022
BA.2.3.8,15.025768601270997,6.025541063459793e-05,,no,03-2022
BA.2.62,15.02010842448615,8.917800773920494e-05,,no,03-2022
BA.2.12,15.007311971010791,0.002257167682372,-0.4535041191141425,no,03-2022
BA.2.30,14.984795180354354,8.435757488843711e-05,,no,03-2022
BA.2.81,14.980164531708876,2.4102164253839173e-06,,no,03-2022
BA.4,14.97955115581302,0.0002325858850495,,no,03-2022
BA.2.33,14.97867382905572,0.0005519395614129,,no,03-2022
BA.2.63,14.97037435510236,7.351160097420948e-05,,no,03-2022
BF.10,14.963234769658875,1.2051082126919586e-06,,no,03-2022
XH,14.962834367456615,6.146051884728989e-05,,no,03-2022
BA.2.10,14.96165285283598,0.0192347321827763,-0.4904941002261714,no,03-2022
XAH,14.958001799374124,4.217878744421856e-05,,no,03-2022
BA.2.54,14.954550484118874,6.025541063459794e-06,,no,03-2022
BA.2.32,14.941253675303226,0.0006013489981332,,no,03-2022
XG,14.941166475697626,0.0001554589594372,,no,03-2022
BA.1.14,14.934310968595437,0.0006290664870252,,no,03-2022
BA.2.18,14.928120146205606,0.0017630733151683,-0.5176600691383116,no,03-2022
BA.5.2.47,14.920734769658878,1.2051082126919586e-06,,no,03-2022
BA.2.14,14.918106928315268,0.000700167871574,,no,03-2022
BA.2.11,14.907906149965314,0.0002157143700718,,no,03-2022
XV,14.903459581950608,2.289705604114721e-05,,no,03-2022
BA.4.1.1,14.893591207758874,1.0845973914227627e-05,,no,03-2022
BA.2.3.17,14.890435362754786,0.0007290904686786,,no,03-2022
BA.2.31.1,14.887993588172106,2.169194782845525e-05,,no,03-2022
XAM,14.886284108647766,7.230649276151752e-06,,no,03-2022
BA.5.1,14.865034997173163,8.43575748884371e-06,,no,03-2022
BA.2.3.5,14.857862635964253,0.000160279392288,,no,03-2022
BA.2.44,14.857579899646357,0.0001048444145042,,no,03-2022
BA.2.3,14.849579497730897,0.0385899751868219,-0.5812884794042069,no,03-2022
BA.2.61,14.84637450042655,3.615324638075876e-06,,no,03-2022
BA.5.2.1,14.833462995620172,3.49481381680668e-05,,no,03-2022
BA.2.64,14.815158747380446,0.0003458660570425,,no,03-2022
BA.2.40.1,14.811614474950026,0.0001904070976053,,no,03-2022
BA.2.51,14.795993708372674,0.0002349961014749,,no,03-2022
BA.1.21.1,14.772388125379722,8.194735846305319e-05,,no,03-2022
XN,14.771037163651595,0.0002337909932622,,no,03-2022
BA.2.26,14.762029952344054,0.0005073505575433,,no,03-2022
BA.2.3.16,14.732149348501576,0.0001771509072657,,no,03-2022
BA.4.8,14.729748341662685,1.2051082126919588e-05,,no,03-2022
BA.2,14.72766271013124,0.5491702227401509,-0.6800573529791286,no,03-2022
BA.2.3.9,14.722589880570908,0.0003097128106618,,no,03-2022
BA.1.14.1,14.71739173417792,0.0008544217227985,,no,03-2022
BA.5,14.714145134774263,2.410216425383917e-05,,no,03-2022
XT,14.689974452392208,7.230649276151752e-06,,no,03-2022
XAA,14.660693869518475,1.0845973914227627e-05,,no,03-2022
BA.2.27,14.65306113067242,0.000128946578758,,no,03-2022
BA.2.9.5,14.632660670542329,0.0005892979160063,,no,03-2022
BA.5.2,14.628835662926136,1.9281731403071335e-05,,no,03-2022
BA.2.53,14.62068603977082,2.0486839615763295e-05,,no,03-2022
BA.2.21,14.620591266901798,0.0003844295198487,,no,03-2022
XW,14.581686092608082,1.807662319037938e-05,,no,03-2022
BA.2.4,14.567618512456656,0.0002325858850495,,no,03-2022
BA.2.3.15,14.56168515900558,0.0005314527217971,,no,03-2022
BA.2.49,14.511601673297855,0.0007146291701263,,no,03-2022
XAE,14.509330344985791,2.892259710460701e-05,,no,03-2022
BA.2.20,14.457622919713012,0.0003844295198487,,no,03-2022
BA.2.3.4,14.44187537367736,0.0003277894338522,,no,03-2022
BA.2.9,14.420285625519575,0.0863447983311661,-0.929073825669748,no,03-2022
BA.2.15,14.410246901782504,0.0001422027690976,,no,03-2022
BA.2.24,14.405443043662968,0.0005495293449875,,no,03-2022
BA.2.56,14.380272646659725,0.0004579411208229,,no,03-2022
XU,14.378687944358877,3.615324638075876e-06,,no,03-2022
BA.1.14.2,14.36367397976974,9.158822416458886e-05,,no,03-2022
XJ,14.344116325505974,7.953714203766927e-05,,no,03-2022
BA.2.67,14.304308041950602,0.0001301516869707,,no,03-2022
BA.4.6,14.298949320554906,3.615324638075876e-06,,no,03-2022
BA.4.2,14.271506674478877,6.025541063459794e-06,,no,03-2022
XM,14.269832866298124,0.0002374063179003,,no,03-2022
XAB,14.25175471234662,3.374302995537484e-05,,no,03-2022
BA.2.19,14.206196756144214,0.0003036872695983,,no,03-2022
BA.2.6,14.204189135494753,0.0013340547914499,-1.104140830989256,no,03-2022
BA.2.52,14.18846458212268,5.1819653145754224e-05,,no,03-2022
BA.1.7,14.118670347606797,1.0845973914227627e-05,,no,03-2022
BA.2.65,14.017343445549184,0.0030127705317298,-1.2555107833280013,no,03-2022
BA.2.3.2,14.006898710070235,0.0008664728049255,,no,03-2022
BA.2.72,13.983164249089269,0.000113280171993,,no,03-2022
BA.2.13,13.959753139413015,0.0004699922029498,,no,03-2022
BA.4.1,13.89802022341042,7.351160097420948e-05,,no,03-2022
BA.2.3.21,13.880734769658876,1.2051082126919586e-06,,no,03-2022
BA.2.25.1,13.80917145393733,6.869116812344164e-05,,no,03-2022
BA.2.43,13.796814455900778,6.025541063459794e-06,,no,03-2022
BA.2.9.4,13.764622726792124,0.0001048444145042,,no,03-2022
XAG,13.756254417150542,4.8204328507678345e-06,,no,03-2022
XAD,13.661177836703375,3.735835459345072e-05,,no,03-2022
BF.7.21,13.622094293758876,1.2051082126919586e-06,,no,03-2022
BA.2.9.2,13.585081465840716,0.0006736554908948,,no,03-2022
BA.2.31,13.578235879826648,0.0012002877798411,-1.6112465314438191,no,03-2022
BA.2.7,13.50692530366093,0.001654613576026,-1.669017617940906,no,03-2022
BA.2.38,13.4686415608435,0.0002615084821541,,no,03-2022
BA.5.1.23,13.354010967592208,1.2051082126919586e-06,,no,03-2022
BA.1.16.2,13.262121623680953,2.4102164253839173e-06,,no,03-2022
BA.2.17,13.10352523026221,0.0001940224222434,,no,03-2022
BA.3.1,13.100866020955568,8.556268310112907e-05,,no,03-2022
XBB.1.16.11,13.100048262230302,1.2051082126919586e-06,,no,03-2022
BA.2.25,13.065724060974167,0.0004591462290356,,no,03-2022
BA.5.2.3,13.041510967592208,1.2051082126919586e-06,,no,03-2022
BA.1.9,12.810031993734665,5.1819653145754224e-05,,no,03-2022
BA.2.74,12.757014134892213,1.2051082126919586e-06,,no,03-2022
BA.2.45,12.694849558082728,0.0003000719449602,,no,03-2022
BA.2.76,12.67689112622554,3.615324638075876e-06,,no,03-2022
XBC.1,12.549885044229436,2.4102164253839173e-06,,no,03-2022
Unassigned,12.415476682655848,0.0135116732807022,-2.5532367069113757,no,03-2022
BA.3,11.726489697350775,2.530727246653113e-05,,no,03-2022
XY,11.448065363170349,4.8204328507678345e-06,,no,03-2022
XK,11.141360053403774,8.43575748884371e-06,,no,03-2022
BE.1.1,10.754599852861258,2.4102164253839173e-06,,no,03-2022
BA.5.3.4,10.00890937289697,3.615324638075876e-06,,no,03-2022
BE.4,10.00890937289697,1.2051082126919586e-06,,no,03-2022
BA.5.2.2,9.25004984879697,1.2051082126919586e-06,,no,03-2022
B.1.1.529,8.842348327118096,0.0009086515923697,,no,03-2022
AY.9,8.580103243686713,1.2051082126919586e-06,,no,03-2022
BA.1.4,6.599273016366666,1.2051082126919586e-06,,no,03-2022
AY.33,6.541636363263636,1.2051082126919586e-06,,no,03-2022
Q.3,6.495402774066666,1.2051082126919586e-06,,no,03-2022
AY.39.2,5.529640331630304,2.4102164253839173e-06,,no,03-2022
AY.26,5.328887553955303,2.4102164253839173e-06,,no,03-2022
B.1.351,5.218086616399496,7.230649276151752e-06,,no,03-2022
AY.119.2,4.820029220963637,1.2051082126919586e-06,,no,03-2022
AY.45,4.654873958730303,1.3256190339611546e-05,,no,03-2022
B.1.517,4.611142853933334,1.2051082126919586e-06,,no,03-2022
AY.38,4.554362554713636,1.2051082126919586e-06,,no,03-2022
B.1.525,4.513590293423077,1.2051082126919586e-06,,no,03-2022
AY.20,4.488710959215525,6.025541063459794e-06,,no,03-2022
B.1.258.3,4.4141896836,1.2051082126919586e-06,,no,03-2022
AY.4.2.1,4.347441918763637,2.4102164253839173e-06,,no,03-2022
AY.4.13,4.158275252263636,1.2051082126919586e-06,,no,03-2022
AY.4.2.2,4.127441918763636,1.2051082126919586e-06,,no,03-2022
B.1.617.1,4.0584576716,3.615324638075876e-06,,no,03-2022
B.1.1.7,4.023503632507308,1.2051082126919588e-05,,no,03-2022
AY.119,3.971330807763637,1.2051082126919586e-06,,no,03-2022
AY.127.3,3.968162307736164,0.0001096648473549,,no,03-2022
AY.25,3.8758863633303022,7.230649276151752e-06,,no,03-2022
AY.4.2,3.8474419187636366,1.2051082126919586e-06,,no,03-2022
B.1.1.523,3.642611111133333,1.2051082126919586e-06,,no,03-2022
AY.33.2,3.616539140638636,1.2051082126919586e-06,,no,03-2022
AY.29.2,3.591921085430303,4.8204328507678345e-06,,no,03-2022
AY.4.2.3,3.556062289319192,3.615324638075876e-06,,no,03-2022
AY.9.2,3.5126733992636368,3.615324638075876e-06,,no,03-2022
AY.126,3.466330807763637,2.4102164253839173e-06,,no,03-2022
B.1.617,3.385587301266667,4.8204328507678345e-06,,no,03-2022
AY.117,3.353830807763636,1.2051082126919586e-06,,no,03-2022
AY.3,3.3524452838979664,2.892259710460701e-05,,no,03-2022
AY.98.1,3.3325345114303038,3.615324638075876e-06,,no,03-2022
AY.129,3.183228243686713,1.2051082126919586e-06,,no,03-2022
B.1.177,3.1615833334,2.4102164253839173e-06,,no,03-2022
AY.109,3.151330807763636,1.2051082126919586e-06,,no,03-2022
B.1.1.519,3.0465833334,1.2051082126919586e-06,,no,03-2022
B.1.595,2.914081743,1.2051082126919586e-06,,no,03-2022
B.1.617.2,2.886006012317738,8.074225025036123e-05,,no,03-2022
AY.24,2.8721971081336,8.43575748884371e-06,,no,03-2022
B.1.466.2,2.850894246625,2.4102164253839173e-06,,no,03-2022
AY.4,2.843028911640673,3.615324638075876e-05,,no,03-2022
AY.47,2.84166983926791,3.615324638075876e-06,,no,03-2022
AY.23,2.774608585513636,2.4102164253839173e-06,,no,03-2022
AY.123,2.7663308077636364,1.2051082126919586e-06,,no,03-2022
AY.65,2.733830807763636,1.2051082126919586e-06,,no,03-2022
B.1.111,2.7253333334,1.2051082126919586e-06,,no,03-2022
AY.30,2.722886363263636,1.2051082126919586e-06,,no,03-2022
AY.100,2.6894935617293703,1.3256190339611546e-05,,no,03-2022
AY.121.1,2.6588308077636365,1.2051082126919586e-06,,no,03-2022
AY.43.8,2.543414141513636,1.2051082126919586e-06,,no,03-2022
AY.59,2.536767314811255,8.43575748884371e-06,,no,03-2022
AY.4.5,2.526330807763636,2.4102164253839173e-06,,no,03-2022
AY.124,2.526330807763636,1.2051082126919586e-06,,no,03-2022
AY.6,2.524719696663636,6.025541063459794e-06,,no,03-2022
AY.6,2.524719696663636,6.025541063459794e-06,,no,03-2022
AY.32,2.5021641410969697,2.4102164253839173e-06,,no,03-2022
AY.103,2.4673448522298327,3.49481381680668e-05,,no,03-2022
AY.39,2.4400915784058133,8.43575748884371e-06,,no,03-2022
AY.42,2.4199326597636364,3.615324638075876e-06,,no,03-2022
AY.29,2.4163308077636363,7.230649276151752e-06,,no,03-2022
AY.57,2.399409721906945,2.892259710460701e-05,,no,03-2022
AY.34.1,2.3724166667333337,1.2051082126919586e-06,,no,03-2022
AY.107,2.3463308077636365,1.2051082126919586e-06,,no,03-2022
AY.4.6,2.3463308077636365,1.2051082126919586e-06,,no,03-2022
AY.121,2.333358585630303,6.025541063459794e-06,,no,03-2022
AY.85,2.3085297047540654,4.579411208229443e-05,,no,03-2022
AY.122,2.304596814940259,1.687151497768742e-05,,no,03-2022
AY.98,2.286539141096969,2.4102164253839173e-06,,no,03-2022
AY.43,2.272895023136518,4.699922029498639e-05,,no,03-2022
AY.118,2.2464696970969698,1.2051082126919586e-06,,no,03-2022
AY.101,2.234455807763636,1.2051082126919586e-06,,no,03-2022
AY.44,2.232997805266414,1.4461298552303504e-05,,no,03-2022
AY.131,2.144247474430303,1.2051082126919586e-06,,no,03-2022
AY.25.1,2.0914523355969696,9.640865701535667e-06,,no,03-2022
AY.99.2,2.0904974727636363,2.4102164253839173e-06,,no,03-2022
B.1.617.3,2.051491702442424,3.615324638075876e-06,,no,03-2022
AY.91,2.0338308077636365,1.2051082126919586e-06,,no,03-2022
AY.43.4,2.0338308077636365,2.4102164253839173e-06,,no,03-2022
AY.46.6,2.0338308077636365,2.4102164253839173e-06,,no,03-2022
AY.122.5,2.0338308077636365,1.2051082126919586e-06,,no,03-2022
AY.127,1.991657512468182,9.640865701535667e-06,,no,03-2022
AY.79,1.988806502255303,9.640865701535667e-06,,no,03-2022
AY.125,1.9679564391727276,4.8204328507678345e-06,,no,03-2022
B.1.1.161,1.9197222213333336,1.2051082126919586e-06,,no,03-2022
AY.122.1,1.9002659930969696,3.615324638075876e-06,,no,03-2022
AY.46.3,1.8739696970969697,2.4102164253839173e-06,,no,03-2022
B.1.575.1,1.6781388889,2.4102164253839173e-06,,no,03-2022
A,1.5837206347666668,1.2051082126919586e-06,,no,03-2022
B.1.177.86,1.5043148149,3.615324638075876e-06,,no,03-2022
B.1,1.1380257422807225,0.0001024341980788,,no,03-2022
AY.39.1.1,1.1289696970969696,1.2051082126919586e-06,,no,03-2022
B.1.588,0.8653333334,4.8204328507678345e-06,,no,03-2022
AY.36,0.7933333333333333,1.2051082126919586e-06,,no,03-2022
B.1.1,0.7056348211875,9.640865701535667e-06,,no,03-2022
B.1.1.222,0.6853333334,1.2051082126919586e-06,,no,03-2022
B.1.577,0.6803333333999999,1.2051082126919586e-06,,no,03-2022
B.1.234,0.5465833334,2.4102164253839173e-06,,no,03-2022
B.1.243,0.5203333334,2.4102164253839173e-06,,no,03-2022
B.1.240,0.2603333334,1.2051082126919586e-06,,no,03-2022
B.1.110.3,0.2603333334,1.2051082126919586e-06,,no,03-2022
B.1.2,0.2603333334,2.4102164253839173e-06,,no,03-2022
B,0.0643706857867521,9.399844058997278e-05,,no,03-2022
A.1,0.0,4.8204328507678345e-06,,no,03-2022
XBB.1.1,21.57646770719221,2.0680512959443445e-06,,no,05-2022
FZ.1.1,21.396884373858875,2.0680512959443445e-06,,no,05-2022
HH.1,21.154995485092208,2.0680512959443445e-06,,no,05-2022
EG.8,20.681884373858875,2.0680512959443445e-06,,no,05-2022
HZ.2,20.67021770719221,2.0680512959443445e-06,,no,05-2022
CH.1.1,20.659426040525545,2.0680512959443445e-06,,no,05-2022
XBB.1.5,20.37021770719221,2.0680512959443445e-06,,no,05-2022
BA.2.75.1,19.375259373858874,2.0680512959443445e-06,,no,05-2022
BA.2.75.2,19.28479851555584,4.136102591888689e-06,,no,05-2022
BM.1.1.3,18.658066516425546,2.0680512959443445e-06,,no,05-2022
BD.1,18.55915079082857,4.136102591888689e-06,,no,05-2022
BA.1.13,18.40503967974524,4.136102591888689e-06,,no,05-2022
BA.1.24,18.29689335122857,8.272205183777378e-06,,no,05-2022
BA.1.15.2,18.237632089107205,6.204153887833034e-06,,no,05-2022
XBB.1,18.17591436858312,6.204153887833034e-06,,no,05-2022
BC.1,18.09089678828373,0.0001220150264607,,no,05-2022
BA.1.1.2,18.02025656747885,0.0005666460550887,,no,05-2022
XBB,17.924037151858876,4.136102591888689e-06,,no,05-2022
BC.2,17.918109123703573,4.136102591888689e-06,,no,05-2022
BA.1.1.12,17.918109123703573,2.0680512959443445e-06,,no,05-2022
BA.1.23,17.88723412249524,4.136102591888689e-06,,no,05-2022
XBB.1.16,17.838338921570998,6.204153887833034e-06,,no,05-2022
BA.2.75,17.82284535271602,6.204153887833034e-06,,no,05-2022
BA.1.5,17.776517059461906,6.204153887833034e-06,,no,05-2022
BA.2.61,17.7696045372857,0.0002440300529214,,no,05-2022
BA.1.1.10,17.76815970724895,3.515687203105386e-05,,no,05-2022
BA.1.1.9,17.70461678970248,9.099425702155115e-05,,no,05-2022
BQ.1.1.17,17.66039826235888,2.0680512959443445e-06,,no,05-2022
BA.1.21,17.653580552878573,4.136102591888689e-06,,no,05-2022
BA.1.6,17.510678565328572,2.0680512959443445e-06,,no,05-2022
BA.2.80,17.445285297210056,2.688466684727648e-05,,no,05-2022
BQ.1.1.4,17.13595381785888,2.0680512959443445e-06,,no,05-2022
BA.1.1.15,17.043337974582357,1.6544410367554756e-05,,no,05-2022
BA.1.13.1,16.996921910243387,1.86124616634991e-05,,no,05-2022
BA.5.1.12,16.967094293758876,2.0680512959443445e-06,,no,05-2022
XD,16.96540079082857,2.0680512959443445e-06,,no,05-2022
BA.1.14.2,16.919967784299164,3.515687203105386e-05,,no,05-2022
BA.2.9.3,16.918669475928056,0.0036749271528931,2.5765520512204048,yes,05-2022
BA.1.14,16.915196324748873,0.0001013345135012,,no,05-2022
BE.10,16.903453817858875,2.0680512959443445e-06,,no,05-2022
BA.1.1.16,16.90014124024135,3.102076943916517e-05,,no,05-2022
