Country	num_isolates	seq_frequency	country_score	date
Canada	11044	0.06289186403421354	19.130661046532023	03-2023
Germany	10242	0.058324743882507704	18.92436744964253	03-2023
Austria	8776	0.04997636714634716	18.1917340488096	03-2023
South Korea	7730	0.04401974909312483	19.31126694397085	03-2023
France	6042	0.03440715705312552	19.266104746604498	03-2023
Japan	5861	0.03337642295404976	17.98715202139773	03-2023
India	5400	0.030751183066348525	17.230593229625295	03-2023
Australia	4921	0.028023439235092793	19.13114878607674	03-2023
China	4554	0.025933497719287255	16.209998539263893	03-2023
Spain	3498	0.019919933030756877	19.06313126820656	03-2023
Denmark	3255	0.018536129792771194	19.4406513573578	03-2023
Italy	2564	0.014601117292984744	18.60344298921917	03-2023
Sweden	2492	0.014191101518766763	19.296102728010343	03-2023
Netherlands	2255	0.012841466261965912	19.2604064843347	03-2023
Belgium	1996	0.011366548407487343	19.170392315927728	03-2023
Singapore	1936	0.011024868595639026	19.443533178445453	03-2023
Ireland	1827	0.01040415027078125	19.27727633849407	03-2023
Poland	1737	0.009891630553008776	18.597328036165564	03-2023
Brazil	1662	0.009464530788198379	18.60569679567923	03-2023
Israel	1469	0.00836546072675296	18.854447405345088	03-2023
Chile	1329	0.0075682078324402205	18.54696367247661	03-2023
Russia	1279	0.007283474655899956	19.420557897209083	03-2023
Luxembourg	1224	0.006970268161705665	18.558249137352245	03-2023
New Zealand	1072	0.006104679305023263	19.81531845929921	03-2023
Indonesia	996	0.0056718848766820614	19.00884984881344	03-2023
Finland	817	0.004652540104667916	19.196636056565836	03-2023
Greece	760	0.004327944283412015	18.915789911412613	03-2023
South Africa	758	0.004316554956350404	18.776172846273983	03-2023
Czech Republic	738	0.004202661685734298	19.15057082979175	03-2023
Slovenia	728	0.004145715050426246	19.13281498207696	03-2023
Mexico	726	0.004134325723364635	18.914513669402663	03-2023
Switzerland	724	0.004122936396303024	19.238716224225392	03-2023
Slovakia	658	0.003747088603269876	18.31772066624431	03-2023
Portugal	560	0.0031890115772509582	19.14979377760242	03-2023
Malaysia	542	0.003086507633696463	19.09599152254949	03-2023
Peru	536	0.0030523396525116314	20.14198772627934	03-2023
Norway	513	0.00292136239130311	19.414646433492774	03-2023
United Kingdom	18499	0.29713927751096264	0.3157244693541983	04-2020
USA	17208	0.2764026535168736	0.3033033605837538	04-2020
Canada	4853	0.07795107377483657	0.3321802460215554	04-2020
Japan	3060	0.04915109947475786	0.3402761443049398	04-2020
France	2258	0.03626901392614485	0.3280055961068521	04-2020
Spain	1505	0.024173988467160318	0.2891254222265366	04-2020
Brazil	1385	0.022246494370110993	0.3312325455571693	04-2020
Australia	1080	0.01734744687344395	0.2268526729985749	04-2020
Netherlands	747	0.011998650754132065	0.3026452122557281	04-2020
Ireland	702	0.011275840467738567	0.306569589663492	04-2020
Germany	695	0.011163403312077358	0.2940881004877489	04-2020
India	606	0.009733845190099105	0.2255215860648666	04-2020
Sweden	574	0.009219846764219285	0.3288156857856132	04-2020
Switzerland	544	0.008737973239956953	0.3202592833814817	04-2020
Italy	543	0.008721910789148208	0.3271832181139636	04-2020
USA	170341	0.3577179601333927	3.2324298192665046	04-2021
Germany	42557	0.08937016472485657	3.5995771353450245	04-2021
United Kingdom	35770	0.07511739061043117	3.5637009574441856	04-2021
Canada	28737	0.06034801380967181	3.667512533548869	04-2021
India	17962	0.03772039614605996	1.934265987659436	04-2021
Japan	16354	0.03434357858660865	3.130827644692718	04-2021
Sweden	14955	0.03140566330944921	3.615944060739694	04-2021
Denmark	14827	0.03113686191168194	3.5711809274352198	04-2021
France	11592	0.024343326585298242	3.6301906735686735	04-2021
Austria	10566	0.022188715381319984	2.473655146517248	04-2021
Brazil	9556	0.02006770435206263	5.231894480747525	04-2021
Italy	9374	0.019685502364612296	3.627563641814037	04-2021
Netherlands	8019	0.016839987567935352	3.661748700829493	04-2021
Spain	7912	0.01661528639948928	3.667549324162979	04-2021
Switzerland	7507	0.01576478197686628	3.5897934901389537	04-2021
Belgium	6736	0.014145673557502498	3.6969973571338186	04-2021
Poland	5679	0.011925962015002478	3.617763535341357	04-2021
Slovenia	4169	0.008754945525716734	3.46701036356571	04-2021
Lithuania	3997	0.008393743647466968	3.4760976115066167	04-2021
Norway	3915	0.00822154275202231	3.6339886575468014	04-2021
Ireland	3449	0.007242937663275849	3.501351739038652	04-2021
Mexico	2805	0.00589053063075928	1.9823838857720133	04-2021
Luxembourg	2343	0.004920325585693046	3.785903158318691	04-2021
South Korea	2187	0.004592723882164187	2.22729554542764	04-2021
Greece	1878	0.003943820507866641	3.368403806930264	04-2021
Portugal	1706	0.003582618629616874	3.6745217026407055	04-2021
Latvia	1683	0.003534318378455568	3.3500889894858803	04-2021
Russia	1607	0.0033747175485312523	2.5716651950863763	04-2021
Israel	1485	0.0031185162162843246	3.517768774467572	04-2021
Czech Republic	1467	0.0030807160197233027	3.58031967523483	04-2021
Finland	1447	0.003038715801322167	3.7270535476304274	04-2021
Argentina	1418	0.00297781548464052	2.920569912097944	04-2021
Colombia	1393	0.0029253152116391007	4.0408604887594	04-2021
Croatia	1370	0.0028770149604777943	3.4592685723850125	04-2021
Chile	1061	0.002228111586180248	3.615260335805021	04-2021
Philippines	1043	0.002190311389619226	4.176705986874816	04-2021
Slovakia	1026	0.002154611203978261	3.595089581243881	04-2021
Estonia	985	0.0020685107562559324	3.5894367234921614	04-2021
Peru	891	0.0018711097297705948	2.9443453329652924	04-2021
Puerto Rico	860	0.0018060093912488345	3.188315399462607	04-2021
Bulgaria	734	0.0015414080153216797	3.6335160450772106	04-2021
South Africa	722	0.0015162078842809984	4.470032126139994	04-2021
Canary Islands	706	0.0014826077095600897	3.60163670358879	04-2021
USA	140035	0.2568653023190974	14.978551983715352	04-2022
United Kingdom	86554	0.1587654470448613	14.718060324356596	04-2022
Germany	58597	0.10748410126034312	14.652091844738994	04-2022
France	38363	0.07036900484070077	14.651136056281985	04-2022
Denmark	38111	0.06990676285702231	14.610073797428878	04-2022
Japan	23524	0.04314992231766663	15.591236661684173	04-2022
Canada	22196	0.04071398043542461	15.035742819781664	04-2022
Australia	11564	0.021211771028800244	14.841319727855344	04-2022
Austria	11120	0.02039734467660487	13.060988263029207	04-2022
Israel	9232	0.016934198386188502	14.59487179288969	04-2022
Spain	8092	0.014843103698119298	14.666775179035792	04-2022
Belgium	7758	0.014230449640386743	14.711165321062872	04-2022
South Korea	7688	0.01410204908936495	13.917779530132874	04-2022
Italy	7448	0.0136618186287188	14.7387235633437	04-2022
Netherlands	5251	0.009631875620220519	14.686910976068168	04-2022
Ireland	4375	0.008025034438862077	14.668189954418509	04-2022
Sweden	3704	0.0067942234426388885	14.57455499810026	04-2022
Czech Republic	3688	0.006764874745262478	14.5774311282006	04-2022
Slovakia	3139	0.005757847566534414	14.589511038855344	04-2022
Brazil	2960	0.005429509014635829	15.019461127303224	04-2022
India	2920	0.005356137271194804	14.200703815934522	04-2022
Norway	2795	0.005126850572941602	14.644197406081323	04-2022
Luxembourg	2700	0.004952592682269168	14.689628393677603	04-2022
Malaysia	2630	0.004824192131247375	14.686814676493528	04-2022
South Africa	2612	0.004791174846698914	15.02121352036325	04-2022
Turkey	2258	0.004141834917245845	14.490075844347617	04-2022
Switzerland	2229	0.004088640403251102	14.636085311363557	04-2022
Portugal	2218	0.00406846317380482	14.688801392705608	04-2022
Lithuania	2197	0.004029943008498282	14.550337102951278	04-2022
Slovenia	2149	0.003941896916369052	14.842817058357054	04-2022
Thailand	1766	0.0032393624729212408	14.754436728325636	04-2022
New Zealand	1759	0.003226522417819062	14.800368015156163	04-2022
Finland	1586	0.00290918962743663	14.717418013787851	04-2022
Chile	1423	0.002610199772914454	15.61269760707949	04-2022
Croatia	1393	0.0025551709653336857	14.756364064803526	04-2022
Greece	1228	0.0022525125236394585	14.991494045552324	04-2022
Singapore	1132	0.0020764203393809993	14.879195839636342	04-2022
Puerto Rico	1125	0.00206358028427882	14.79336103639412	04-2022
Reunion	1030	0.0018893223936063863	14.714262318833	04-2022
Poland	881	0.0016160126492885693	14.570679231224796	04-2022
Mexico	794	0.0014564291073043405	15.32801557559885	04-2022
Estonia	756	0.001386725951035367	14.604689251603428	04-2022
Russia	738	0.001353708666486906	14.747316986842048	04-2022
Romania	682	0.0012509882256694714	14.706300064782637	04-2022
Hong Kong	651	0.0011941251245026771	15.367828142136958	04-2022
Indonesia	604	0.001107913325959473	14.61326916582084	04-2022
Bahrain	550	0.0010088614723140898	14.641767714408386	04-2022
Vietnam	534	0.0009795127749376799	14.439968924600452	04-2022
Cyprus	518	0.00095016407756127	14.676804389189796	04-2022
Colombia	518	0.00095016407756127	14.90172588149987	04-2022
USA	28800	0.23681094592816734	19.31473052385737	04-2023
Canada	8663	0.07123240363110117	19.495227735234085	04-2023
South Korea	7441	0.0611843836337324	19.13828396440464	04-2023
United Kingdom	6929	0.05697441126167609	19.557822450999534	04-2023
India	6862	0.05642349690830154	17.083562018947042	04-2023
Japan	6621	0.05444184975661097	18.707077665189164	04-2023
France	5841	0.04802821997105644	19.580800364927416	04-2023
Australia	5451	0.044821405078279176	19.2395803119455	04-2023
China	4848	0.03986317589790817	18.25028870916396	04-2023
Spain	4007	0.03294796737271412	19.55324967539064	04-2023
Austria	3030	0.024914484936192607	19.63103479247458	04-2023
Germany	2939	0.02416622812787791	19.17433892364838	04-2023
Sweden	2732	0.022464149454019207	19.551921806621927	04-2023
Italy	1979	0.016272529930272332	19.303080768479223	04-2023
Singapore	1740	0.01430732798316011	19.294862822587984	04-2023
Indonesia	1563	0.012851927377976581	19.201241393072596	04-2023
Brazil	1282	0.010541376134719116	19.15714770859173	04-2023
Denmark	1220	0.010031574792790422	19.701711986219948	04-2023
Malaysia	1095	0.009003749506643862	18.995362036154503	04-2023
New Zealand	1023	0.008411722141823444	19.922097897614663	04-2023
Belgium	995	0.008181489277726614	19.390417703548508	04-2023
Netherlands	993	0.00816504407314827	19.551639505572787	04-2023
Russia	931	0.007655242731219577	19.41260403189365	04-2023
Mexico	749	0.006158729114590185	19.41249169562265	04-2023
Peru	721	0.005928496250493356	20.092496210865708	04-2023
Thailand	666	0.00547625312458887	18.845238229183387	04-2023
Luxembourg	605	0.0049746743849493485	18.494343159599453	04-2023
Reunion	592	0.004867780555190107	19.4429857967871	04-2023
Finland	582	0.004785554532298382	19.641997080318237	04-2023
Portugal	516	0.004242862781212998	19.520773312240934	04-2023
Slovenia	516	0.004242862781212998	19.318718310451967	04-2023
Greece	512	0.004209972372056309	19.261735352219333	04-2023
Switzerland	504	0.0041441915537429284	19.3799253630442	04-2023
Philippines	501	0.004119523746875411	18.445193436373373	04-2023
USA	12394	0.37701527042647687	0.3763916845610381	05-2020
United Kingdom	6507	0.19793757985033766	0.4110309518030366	05-2020
Canada	2001	0.06086877167366308	0.3785562356918368	05-2020
India	1593	0.04845774776419055	0.3098733218977976	05-2020
United Arab Emirates	1013	0.03081462553994038	0.3384281088724661	05-2020
Brazil	680	0.020685039849120887	0.3817682321999218	05-2020
Mexico	513	0.015605037415586786	0.3652942377882532	05-2020
Japan	488	0.014844558009369107	0.34827619603789	05-2020
Netherlands	416	0.012654377319462189	0.3509334498313015	05-2020
Qatar	391	0.01189389791324451	0.4229158962743083	05-2020
Russia	332	0.010099166514570785	0.3830101287368637	05-2020
USA	92557	0.25127733163927396	3.5187589793299767	05-2021
United Kingdom	43140	0.11711814435340685	2.7618156467017623	05-2021
Germany	28939	0.07856471904133613	3.6021324124803	05-2021
Denmark	23307	0.06327474711276897	3.6607551231547775	05-2021
Canada	19900	0.0540252914379415	3.8097409053020064	05-2021
Japan	18101	0.04914129649840096	3.506173231756001	05-2021
India	15558	0.0422374615171605	1.7165054114283842	05-2021
Sweden	13117	0.035610540090024054	3.6860495639793034	05-2021
Brazil	10056	0.027300418628137674	5.291793884932519	05-2021
Spain	8158	0.02214765465079029	3.667708773217248	05-2021
France	7650	0.020768516557801632	3.679509388476131	05-2021
Netherlands	7139	0.0193812339485158	3.700149955218476	05-2021
Belgium	6691	0.018164986181470683	3.7478992477023527	05-2021
Austria	6060	0.016451922920297762	2.7109425963080174	05-2021
Italy	5995	0.01627545840052559	3.753837092298842	05-2021
Switzerland	5777	0.01568362354959739	3.678309192967773	05-2021
Ireland	4724	0.012824898329288223	3.5162813997523874	05-2021
Poland	4535	0.012311793802566065	3.658904868883241	05-2021
Mexico	3734	0.010137207951219777	2.8735170008876256	05-2021
Norway	3590	0.009746271168955276	3.638486325964848	05-2021
Lithuania	3210	0.008714632437979508	3.635154661884373	05-2021
Slovenia	2196	0.005961785929533645	3.619736696605978	05-2021
Greece	1865	0.005063174298078437	3.3786085800035344	05-2021
South Korea	1659	0.004503917512338943	2.763461280356996	05-2021
South Africa	1489	0.004042394922165573	3.9564332364139694	05-2021
Chile	1391	0.0037763407231244535	4.081110403635106	05-2021
Argentina	1346	0.003654172978666797	3.4625313229571093	05-2021
Thailand	1314	0.0035672981381635743	3.336892032706513	05-2021
Russia	1258	0.003415267167282935	2.440268311242522	05-2021
Finland	1239	0.0033636852307341466	3.28946783626114	05-2021
Portugal	1210	0.0032849549065281014	3.4862093849724074	05-2021
Luxembourg	1204	0.003268665873933747	3.6024303099161745	05-2021
Latvia	1149	0.0031193497418188334	3.596705786182695	05-2021
Croatia	1143	0.003103060709224479	3.672066529522581	05-2021
Slovakia	1123	0.003048763933909965	3.700781566962713	05-2021
Indonesia	1037	0.0028152878000575546	1.4848130293710005	05-2021
Czech Republic	923	0.0025057961807648244	3.5928935601152534	05-2021
Philippines	768	0.00208499617207734	4.317746839446117	05-2021
Peru	744	0.0020198400416999236	3.188105793284027	05-2021
Colombia	723	0.001962828427619684	4.3022019192846805	05-2021
Singapore	599	0.0016261884206696963	1.782002882559455	05-2021
Turkey	582	0.0015800361616523594	1.94421667063451	05-2021
USA	195427	0.4066998391322716	15.290101204426394	05-2022
Germany	39885	0.08300400192292084	14.71544226459342	05-2022
France	30784	0.06406406406406406	14.82317118326982	05-2022
Japan	23417	0.04873272440840008	15.252035836971595	05-2022
United Kingdom	22654	0.047144857955668765	14.804206907612713	05-2022
Canada	16847	0.035060008032981003	15.10874837711873	05-2022
Denmark	14396	0.029959273202516446	14.776600124606304	05-2022
Austria	12981	0.02701454052805404	13.23111639363993	05-2022
Australia	12488	0.02598856652910707	14.880570446555614	05-2022
Spain	10265	0.021362318659615957	14.794501981596872	05-2022
Israel	9110	0.018958667607316255	14.761108341980714	05-2022
Brazil	7748	0.016124232340448557	14.967532441094036	05-2022
South Korea	7278	0.015146123254231363	14.096137818012004	05-2022
Italy	5761	0.011989120097228205	14.66199563168971	05-2022
Belgium	5195	0.010811227027443244	14.85046246139947	05-2022
India	4239	0.008821711524414227	13.881068263995006	05-2022
Netherlands	4142	0.008619846457684295	14.84309447102308	05-2022
Ireland	3789	0.007885224101440318	14.834674355323738	05-2022
Luxembourg	2929	0.006095492581979068	14.866756454278068	05-2022
South Africa	2885	0.006003924922843842	15.119499074168637	05-2022
Sweden	2718	0.005656384034762413	14.797570626725545	05-2022
Portugal	2684	0.0055856272072488285	14.982459249020312	05-2022
New Zealand	2277	0.004738626360247982	14.840987295359108	05-2022
Thailand	2266	0.004715734445464175	14.829159121093545	05-2022
Mexico	2256	0.0046949236138425325	15.13364475043518	05-2022
Chile	2162	0.004499301796599094	15.075108059641977	05-2022
Switzerland	2133	0.004438950384896331	14.822255932233109	05-2022
Norway	1718	0.00357530087259817	14.7876479177443	05-2022
Finland	1603	0.003335976308949282	14.772196052760616	05-2022
Czech Republic	1599	0.003327651976300625	14.660213488973932	05-2022
Malaysia	1539	0.0032027869865707704	14.710933531311497	05-2022
Singapore	1416	0.0029468137576245685	14.99477528776729	05-2022
Taiwan	1409	0.002932246175489419	16.11389368371531	05-2022
Puerto Rico	1242	0.0025847052874079903	15.201858073224706	05-2022
Peru	1222	0.0025430836241647054	15.147782712362504	05-2022
Slovakia	1117	0.0023245698921374597	14.657169072520151	05-2022
Croatia	1104	0.0022975158110293244	14.72767749912099	05-2022
Colombia	1057	0.002199704902407605	14.789293249419568	05-2022
Turkey	890	0.0018521640143261764	14.703708020172424	05-2022
Hong Kong	844	0.0017564341888666212	15.401647603712156	05-2022
Reunion	843	0.001754353105704457	14.824198769457537	05-2022
Estonia	813	0.0016919206108395298	14.711407082892428	05-2022
China	804	0.0016731908623800517	15.411047898190292	05-2022
Slovenia	798	0.0016607043634070662	14.75375190445313	05-2022
Jamaica	686	0.0014276230492446709	14.757877541193432	05-2022
Bahrain	642	0.0013360553901094442	14.77143888420034	05-2022
Costa Rica	617	0.0012840283110553382	14.771148829525762	05-2022
Mauritius	592	0.001232001232001232	14.743663266008936	05-2022
Russia	571	0.001188298485595783	14.751096340527756	05-2022
USA	19064	0.19797086098216973	19.51620467784146	05-2023
China	11136	0.11564223184522883	19.82590480679665	05-2023
South Korea	7408	0.07692866859819102	19.406654796643405	05-2023
Canada	6927	0.07193370509984735	19.651763614225985	05-2023
Australia	5960	0.06189185540567203	19.42699599533971	05-2023
Spain	4370	0.04538043760449443	19.687477434338533	05-2023
Japan	4347	0.04514159319604972	19.394034102834134	05-2023
France	3815	0.03961701818332866	19.665049412715792	05-2023
United Kingdom	3628	0.037675109297278214	19.60410915297868	05-2023
Sweden	1978	0.020540619126244847	19.643133267927524	05-2023
Singapore	1864	0.019356781623518907	19.56844004245281	05-2023
Indonesia	1404	0.014579893454624755	19.15217529152912	05-2023
Malaysia	1339	0.013904898387281017	19.209348150581903	05-2023
Austria	1327	0.013780283913309864	19.690349359845595	05-2023
Italy	1326	0.013769899373812268	19.680114958409003	05-2023
Brazil	1241	0.01288721351651661	19.313396801878238	05-2023
India	1227	0.012741829963550267	18.11158548938931	05-2023
New Zealand	1184	0.01229529476515364	20.12196608818514	05-2023
Thailand	1130	0.011734529632283457	19.169725580113145	05-2023
Denmark	785	0.008151863505612844	19.916634797746443	05-2023
Philippines	781	0.00811032534762246	19.22189700803405	05-2023
Mexico	766	0.00795455725515852	19.52130110805685	05-2023
Puerto Rico	746	0.0077468664652066005	19.3160174099934	05-2023
Finland	607	0.006303415475040759	20.027515726407515	05-2023
Netherlands	530	0.005503805933725869	19.679169562674677	05-2023
Greece	525	0.005451883236237889	19.79315802758609	05-2023
Germany	523	0.005431114157242697	19.793633850818036	05-2023
Portugal	509	0.0052857306042763536	19.640260060939685	05-2023
USA	15904	0.4319039730603156	0.3965197026871289	06-2020
United Kingdom	7123	0.193438883306629	0.4312575977085182	06-2020
Germany	1928	0.0523585802351791	0.3007723809238912	06-2020
India	1435	0.03897020883686826	0.4377948383235536	06-2020
Brazil	1167	0.031692148928658716	0.3831117018153995	06-2020
Canada	884	0.02400673492110909	0.46752812061288	06-2020
Australia	615	0.016701518072943542	0.6443134345362723	06-2020
Japan	505	0.013714254677782907	0.3118531097153666	06-2020
South Africa	503	0.013659940797870897	0.3873135706988828	06-2020
Mexico	461	0.012519349319718653	0.5142285984087647	06-2020
United Kingdom	97228	0.3185244639551835	1.981411121707667	06-2021
USA	53426	0.1750266179626202	2.992680842336683	06-2021
Brazil	13304	0.0435846615014169	5.341498995049572	06-2021
Canada	12636	0.041396255466920016	3.288807081514552	06-2021
India	10929	0.03580402627397664	1.824565074887156	06-2021
Japan	9480	0.03105701977100362	3.530804568718613	06-2021
Spain	9299	0.030464053465249226	3.20753988916276	06-2021
Germany	8323	0.027266621893888517	3.163768455307188	06-2021
Sweden	7393	0.024219888941669807	3.184277568882786	06-2021
Denmark	5141	0.01684220871758751	3.2804837301026004	06-2021
France	5092	0.016681681927631902	3.185239264325036	06-2021
Italy	4720	0.015462988746744418	3.396567158779943	06-2021
Netherlands	4690	0.015364707038608332	3.2685497232879075	06-2021
Mexico	4652	0.015240216874969287	3.5052742458104085	06-2021
South Africa	3771	0.012354010712706186	2.56011833372334	06-2021
Belgium	3417	0.011194286556700355	3.28675608015204	06-2021
Austria	3356	0.010994447083490311	2.355336326555323	06-2021
Ireland	3095	0.01013939622270635	3.0723743289326717	06-2021
Portugal	2707	0.008868286130812954	2.339116945826792	06-2021
South Korea	2286	0.00748906615996986	2.828844521811745	06-2021
Russia	2175	0.007125423839866337	1.7656730155087812	06-2021
Indonesia	2132	0.0069845533915379445	1.8311736463907944	06-2021
Norway	2114	0.006925584366656292	3.39137729504771	06-2021
Turkey	2084	0.006827302658520205	2.200951954994021	06-2021
Israel	1743	0.005710167242706678	1.7820736132676371	06-2021
Chile	1654	0.005418598175236286	4.562847653024615	06-2021
Switzerland	1607	0.005264623499156415	3.34732460723799	06-2021
Philippines	1533	0.005022195285754066	4.264065791045572	06-2021
Lithuania	1479	0.004845288211109109	3.603374737336962	06-2021
Argentina	1414	0.0046323445101475865	3.825435538168802	06-2021
Peru	1346	0.004409572638372455	3.313651816328626	06-2021
Finland	1251	0.004098347229274845	2.1510743566924693	06-2021
Slovenia	1062	0.003479172468017494	3.408114114164034	06-2021
Slovakia	817	0.002676538518239447	3.468295560159022	06-2021
Poland	785	0.0025717046962276204	3.4870188175349	06-2021
Thailand	775	0.0025389441268489246	2.886260487800877	06-2021
Colombia	760	0.002489803272780881	4.392705646860616	06-2021
Reunion	710	0.002326000425887402	5.298890692317814	06-2021
Czech Republic	706	0.0023128961981359235	3.4416899623676764	06-2021
Croatia	585	0.0019164933086537044	2.841914563984862	06-2021
Luxembourg	566	0.0018542482268341825	3.5455796827563577	06-2021
Latvia	537	0.0017592425756359645	3.047917805928603	06-2021
Canary Islands	509	0.0016675129813756163	3.719420884347653	06-2021
Kenya	503	0.0016478566397483988	2.217846770856799	06-2021
Australia	502	0.0016445805828105293	2.121495074866955	06-2021
USA	178492	0.340439329466583	15.424656194520033	06-2022
Germany	49793	0.09497061791077228	15.023755767610474	06-2022
United Kingdom	41171	0.07852580302461	15.172393529474288	06-2022
France	29674	0.05659747586777774	15.067862436827188	06-2022
Denmark	17779	0.03391003988182316	15.123863596944664	06-2022
Japan	17442	0.033267276878269844	15.227024044279688	06-2022
Austria	14360	0.027388951724111623	13.552045043560163	06-2022
Canada	14138	0.026965529211385106	15.332881791519917	06-2022
Israel	14095	0.02688351494090204	15.078554710158924	06-2022
India	13691	0.026112962260084416	13.989393942884313	06-2022
Brazil	11136	0.021239788746497703	15.049132517562091	06-2022
Australia	10374	0.019786419581193173	15.058163662494758	06-2022
Spain	9877	0.018838487199098225	15.060804777007087	06-2022
Ireland	7745	0.014772105230030955	15.173063875637714	06-2022
South Korea	7096	0.013534261938321454	14.119641998388431	06-2022
Belgium	7082	0.013507559617699061	15.112873497194624	06-2022
Mexico	5547	0.010579840892315263	15.277616573600582	06-2022
Italy	5150	0.009822639371808835	14.98218975817758	06-2022
Netherlands	4596	0.008765990398608427	15.130813460489197	06-2022
Sweden	4487	0.008558093759476939	15.119141156421914	06-2022
Indonesia	4131	0.007879091892221805	15.055372319748413	06-2022
Peru	3531	0.006734706722690678	15.319074112593247	06-2022
Luxembourg	2704	0.005157362497353609	15.09547682519534	06-2022
Switzerland	2491	0.004751105762170059	15.10250831901526	06-2022
New Zealand	2458	0.004688164577845847	14.98493104936645	06-2022
Chile	2434	0.004642389171064603	15.200585085553758	06-2022
Colombia	2288	0.004363922113145362	14.962570389491104	06-2022
Malaysia	2088	0.00398246038996832	14.928098780387336	06-2022
Norway	2073	0.0039538507607300415	15.1211319929792	06-2022
Thailand	1980	0.003776471059452717	14.95387572167593	06-2022
Czech Republic	1959	0.0037364175785191273	15.01712357265042	06-2022
Portugal	1848	0.003524706322155869	15.113228490886844	06-2022
Singapore	1796	0.003425526274129838	15.141982197553125	06-2022
Puerto Rico	1767	0.003370214324269167	15.394550853705008	06-2022
Finland	1622	0.0030936545749658114	15.137080297747575	06-2022
Hong Kong	1540	0.002937255268463224	15.637497425335315	06-2022
Turkey	1339	0.002553886236670297	14.948413886158807	06-2022
Reunion	1164	0.002220107228890385	14.937491219337106	06-2022
Greece	1104	0.0021056687119372724	15.117189482028373	06-2022
Croatia	1081	0.0020618006137719126	15.084461206777895	06-2022
South Africa	1063	0.002027469058685979	15.147605302980743	06-2022
Botswana	935	0.0017833335558526718	15.094252674239868	06-2022
Slovakia	931	0.001775704321389131	15.011553228033057	06-2022
Kenya	926	0.001766167778309705	15.117340214197736	06-2022
Slovenia	865	0.0016498219527407072	15.079780546154872	06-2022
Costa Rica	683	0.001302691784649599	15.19005892649119	06-2022
Argentina	650	0.0012397506003253868	15.02795996288794	06-2022
Ghana	626	0.0011939751935441418	14.95951647250052	06-2022
Russia	596	0.0011367559350675856	14.77762552521299	06-2022
Philippines	544	0.0010375758870415546	15.0868643797726	06-2022
USA	11511	0.1979944270528742	19.597560263792804	06-2023
South Korea	7160	0.12315525129863428	19.616503101310844	06-2023
China	6459	0.11109773298015067	20.101137757399677	06-2023
Japan	5739	0.0987134060339193	19.66578579328554	06-2023
Canada	3447	0.05928996525508273	19.741293585956598	06-2023
Australia	3370	0.05796553028999966	19.08298266790228	06-2023
Spain	2193	0.03772059582372975	19.75171661304639	06-2023
United Kingdom	1601	0.027537927001272833	19.685444648989744	06-2023
France	1338	0.023014207575079982	19.72335418527815	06-2023
Singapore	1234	0.021225360349513226	19.67537942113129	06-2023
Austria	1009	0.017355258178815922	19.83422497144961	06-2023
Sweden	1007	0.017320857270631946	19.78969738718544	06-2023
Brazil	937	0.016116825484192784	19.51921549092699	06-2023
New Zealand	891	0.015325604595961334	19.973437485574717	06-2023
Italy	604	0.010389074271560769	19.776215965722628	06-2023
Puerto Rico	559	0.009615053837421308	19.044338469912727	06-2023
Thailand	519	0.008927035673741786	19.179741057755116	06-2023
USA	23640	0.48583994409963416	0.4182536491919663	07-2020
Australia	7175	0.14745776645155986	0.6843939378719399	07-2020
United Kingdom	3012	0.06190143450203461	0.4434280843969648	07-2020
Japan	2729	0.05608533026429364	0.3069994103970679	07-2020
South Africa	1271	0.02612109005713346	0.4031009682969055	07-2020
Brazil	1210	0.0248674421472317	0.449234544121709	07-2020
Hong Kong	1027	0.021106498417526407	0.4681871312988677	07-2020
India	947	0.019462370011097865	0.4629459288624386	07-2020
Canada	781	0.01605080356775864	0.41288448676869	07-2020
USA	192194	0.31978822104345395	2.0962199905931853	07-2021
United Kingdom	133182	0.22159919068758277	2.0084553112894707	07-2021
France	39994	0.06654531417428171	1.874120253145792	07-2021
Japan	25206	0.04193982070002862	2.871058273618695	07-2021
Denmark	19952	0.033197782377488334	1.90561600578928	07-2021
Spain	15294	0.025447417987234693	2.3249866460220945	07-2021
Brazil	12621	0.020999860233875314	4.957926625514331	07-2021
Italy	11167	0.018580575170880725	2.062796932323344	07-2021
Netherlands	9709	0.016154634578139246	2.1067353200348613	07-2021
Canada	9225	0.015349315478765533	2.4977363083881903	07-2021
Germany	9158	0.015237835355505122	2.012897548321938	07-2021
India	9077	0.015103060878130594	1.86952332543418	07-2021
Belgium	7827	0.013023207832227407	2.0710538592940533	07-2021
Sweden	6736	0.011207912093763104	2.022433506040662	07-2021
Turkey	6624	0.011021557260850178	1.9312368720653308	07-2021
Ireland	5893	0.009805259199605993	2.0498471925259474	07-2021
Switzerland	5513	0.009172983873651423	1.8603787262978035	07-2021
Mexico	5361	0.008920073743269596	2.717486086833347	07-2021
Austria	4784	0.007960013577280683	1.906468496746609	07-2021
South Africa	4662	0.007757019920000533	1.983522619611572	07-2021
South Korea	4509	0.007502445907181982	2.238597070644765	07-2021
Australia	3528	0.00587017723675716	1.58402213244321	07-2021
Finland	3019	0.005023261076465381	1.775267230808092	07-2021
Philippines	2508	0.0041730171513001575	3.207886284088461	07-2021
Portugal	2506	0.0041696893864267125	1.8216593643894712	07-2021
Israel	2135	0.003552389002402646	1.8213315478456376	07-2021
Norway	2104	0.0035008086468642473	2.4288827121507346	07-2021
