Country	num_isolates	seq_frequency	country_score	date
Sweden	1882	0.010327494622239782	18.5851031971294	02-2023
Israel	1801	0.009883006277711928	18.5594581280134	02-2023
Belgium	1755	0.009630580798103517	18.42786553211448	02-2023
Russia	1401	0.007688002107204004	19.019567659126366	02-2023
South Africa	1315	0.0072160762105448	18.609630538104696	02-2023
Luxembourg	1084	0.005948461302076474	18.29186117477465	02-2023
Ireland	1042	0.005717985864173142	19.259161348385724	02-2023
Singapore	988	0.005421660301154572	19.23259248774588	02-2023
Greece	954	0.005235084946661399	18.32090861712057	02-2023
Poland	898	0.004927784362790289	18.13304016768446	02-2023
Chile	831	0.004560121164230212	18.03385552487282	02-2023
New Zealand	727	0.003989420079898152	19.73799266112477	02-2023
Mexico	663	0.003638219412616884	18.52034110565064	02-2023
Puerto Rico	626	0.003435181526844901	19.26333654670115	02-2023
Finland	610	0.003347381360024584	18.25409028475624	02-2023
India	576	0.0031608060055314103	17.165607517524364	02-2023
Costa Rica	562	0.003083980859563633	19.352563429318728	02-2023
USA	16100	0.26512095114199613	0.2373398127197413	03-2020
United Kingdom	11798	0.19427931562566897	0.2074242061363038	03-2020
Canada	3689	0.060747278805144335	0.2595250547639651	03-2020
Spain	3483	0.05735504800171258	0.2133033345420841	03-2020
France	3285	0.05409455431686071	0.2908552806450932	03-2020
Australia	2735	0.04503762741449437	0.1817911692573003	03-2020
Germany	1815	0.029887858777808883	0.2448961421049155	03-2020
Switzerland	1519	0.02501358539035355	0.289824963498793	03-2020
Portugal	1279	0.021061471832957333	0.3194360965227221	03-2020
Iceland	1222	0.020122844863075733	0.2479097351397803	03-2020
Denmark	1075	0.01770217530917055	0.2882814125129027	03-2020
Italy	1075	0.01770217530917055	0.2931707070737726	03-2020
Netherlands	951	0.015660249971182507	0.2146683354706451	03-2020
Japan	718	0.01182340639254368	0.2087171530937956	03-2020
Belgium	704	0.0115928664350289	0.2882333069440069	03-2020
Sweden	603	0.009929685312957992	0.2863556891475566	03-2020
Ireland	584	0.009616809656330792	0.239859087199357	03-2020
Brazil	573	0.009435671118283466	0.2777440187394966	03-2020
Thailand	523	0.008612314127159253	0.6400816286910258	03-2020
Austria	523	0.008612314127159253	0.273912409874783	03-2020
USA	134402	0.2900182553417374	2.3525269542155107	03-2021
United Kingdom	73181	0.1579130217122043	3.5895136830936805	03-2021
Germany	35047	0.07562588201784104	3.235854631453001	03-2021
Sweden	27949	0.06030952082964702	3.47788173727824	03-2021
Canada	21957	0.047379732686556215	2.9658876774695173	03-2021
France	18422	0.03975176187784026	3.201859186145645	03-2021
Denmark	16267	0.035101612770970986	3.4802059998635926	03-2021
Italy	12067	0.026038677156655	3.268898273964086	03-2021
India	9140	0.01972267417020193	2.3376917999527533	03-2021
Netherlands	9086	0.019606150712303583	3.508040746441305	03-2021
Austria	8925	0.01925873818042147	2.3199151556496336	03-2021
Spain	7300	0.015752245234406357	3.2200839759396405	03-2021
Brazil	7111	0.015344413131762137	4.804269700601959	03-2021
Belgium	6684	0.014423014677640011	3.538608668310963	03-2021
Japan	5856	0.012636321656532003	2.16298479691876	03-2021
Switzerland	5389	0.011628609529892583	3.398983156584142	03-2021
Poland	4467	0.00963907937836893	3.406475643837096	03-2021
Norway	3828	0.008260218459905141	3.5482080425807805	03-2021
Ireland	3585	0.007735862899362574	3.562997365444407	03-2021
Slovenia	3450	0.007444554254616703	3.0477311536192464	03-2021
Finland	3285	0.00708851035548286	3.5011450457919	03-2021
Lithuania	3113	0.006717361563658491	2.717460108346595	03-2021
Mexico	2852	0.006154164850483141	1.5359018504018205	03-2021
Turkey	2698	0.005821857211291554	1.9433115790371345	03-2021
Latvia	2320	0.005006193006003116	2.624477079971744	03-2021
Estonia	1968	0.004246632687850919	3.1610719904160725	03-2021
Greece	1943	0.004192686642527609	3.450062695028613	03-2021
Israel	1934	0.004173266066211218	3.5537610405849	03-2021
Luxembourg	1823	0.003933745624975725	3.737393122214872	03-2021
Philippines	1712	0.0036942251837402303	3.949729877908589	03-2021
Croatia	1602	0.0034568625843176687	3.3705000268959093	03-2021
Slovakia	1527	0.0032950244483477406	3.5040505948960954	03-2021
South Korea	1439	0.0031051343688096914	1.56452794994296	03-2021
Czech Republic	1345	0.002902297238394048	3.395695960343714	03-2021
Bulgaria	1337	0.002885034503890589	3.5451834307374197	03-2021
Portugal	1166	0.002516043553879152	3.3325933454003014	03-2021
Argentina	994	0.0021448947620547835	2.2186677099391807	03-2021
South Africa	987	0.002129789869364257	4.515936730353275	03-2021
Papua New Guinea	967	0.002086633033105609	0.9616518758660836	03-2021
Russia	934	0.0020154242532788406	2.030670021075212	03-2021
Romania	667	0.001439280489225896	3.336749431435413	03-2021
Kenya	621	0.0013400197658310065	3.58201827786664	03-2021
Indonesia	573	0.0012364433588102524	1.2275087042554216	03-2021
Peru	573	0.0012364433588102524	2.6354635392869463	03-2021
United Kingdom	310139	0.37733110442763845	14.995961350218414	03-2022
USA	89154	0.10846935497999825	15.674161092546347	03-2022
Germany	87405	0.10634143136625106	15.024885134640584	03-2022
Denmark	59299	0.0721462220535132	14.668692446170176	03-2022
France	47352	0.05761088562501825	14.915411236650485	03-2022
Canada	21036	0.025593482640815252	15.673195152579169	03-2022
Japan	20981	0.025526566803904964	16.671756602579375	03-2022
Australia	13297	0.0161778160617475	15.21467838121343	03-2022
Belgium	11732	0.014273756338754733	15.007882075937529	03-2022
Israel	11554	0.014057192357481435	14.891624703972322	03-2022
Sweden	10749	0.013077787835430841	14.662862823735004	03-2022
Austria	10089	0.012274797792507373	13.414818881028856	03-2022
Spain	10062	0.012241948199842322	15.117009222622618	03-2022
Netherlands	7489	0.009111503684020986	14.99308870288844	03-2022
Italy	7315	0.008899806309068434	15.207021231200756	03-2022
Switzerland	6717	0.008172248664116566	15.0492603534169	03-2022
Norway	6196	0.0075383731908391	14.837035479660996	03-2022
Brazil	5938	0.007224477083150836	15.784783603922056	03-2022
South Korea	5689	0.006921530839684255	14.185265072521142	03-2022
Slovakia	5319	0.006471369755015038	14.945960275456098	03-2022
Ireland	5300	0.006448253374991483	14.841815851200314	03-2022
Malaysia	5256	0.0063947207054632525	14.834267846016342	03-2022
Czech Republic	4471	0.0054396492150164	14.955666671397676	03-2022
Slovenia	4264	0.0051878023379176765	15.599029826472778	03-2022
Poland	3714	0.004518643968814786	14.914167933905626	03-2022
India	3267	0.003974800712471165	14.582618328800462	03-2022
Luxembourg	3075	0.0037412036090752475	14.967773559857386	03-2022
Thailand	2784	0.0033871579992408095	15.039417810689027	03-2022
Lithuania	2490	0.00302946243466581	14.812532445585456	03-2022
Croatia	2445	0.0029747131135573917	15.356051070340444	03-2022
Portugal	2309	0.00280924849865195	15.001864712293797	03-2022
Finland	2231	0.0027143496753973583	15.374971139710514	03-2022
Turkey	1827	0.0022228224370017813	14.853524573844853	03-2022
Indonesia	1825	0.002220389133841407	15.03330206614496	03-2022
New Zealand	1633	0.0019867920304454893	15.17885891645988	03-2022
South Africa	1536	0.001868776827167343	14.62719574212921	03-2022
Chile	1488	0.0018103775513183637	16.201164620902627	03-2022
Romania	1348	0.0016400463300921735	15.034248781166648	03-2022
Mexico	1327	0.001614496646908245	16.221818487986745	03-2022
Latvia	1269	0.0015439308552573949	14.827450689254135	03-2022
Singapore	1267	0.0015414975520970206	15.076681728603328	03-2022
Russia	1243	0.001512297914172531	15.250352530207262	03-2022
Reunion	1106	0.001345616647686902	14.990994122019003	03-2022
Vietnam	1060	0.0012896506749982967	14.21911889167133	03-2022
Cyprus	958	0.0011655522138192154	15.094946011620555	03-2022
Bulgaria	910	0.001107152937970236	15.183381087393474	03-2022
Greece	904	0.0010998530284891134	15.133017603479235	03-2022
Hong Kong	888	0.0010803866032061203	15.633775566779372	03-2022
Peru	883	0.0010743033453051848	16.236419384235862	03-2022
Bahrain	836	0.0010171207210363925	14.770448424303872	03-2022
Estonia	800	0.0009733212641496578	14.857288206963512	03-2022
China	730	0.0008881556535365628	15.095287011195603	03-2022
Northern Mariana Islands	636	0.000773790404998978	14.99595965741296	03-2022
Puerto Rico	620	0.0007543239797159849	15.298891548797108	03-2022
Mauritius	502	0.0006107590932539103	14.841934798817295	03-2022
USA	46646	0.2656332750579432	19.196238439892028	03-2023
United Kingdom	18709	0.10654145999783603	19.512377822857182	03-2023
